class,concept,weight
guacamole,adds to color,0.5
guacamole,black or green,0.6
guacamole,beautiful zing,0.7
guacamole,golden and delicious,0.5
guacamole,please all palates,0.6
guacamole,"unique, nutty flavor",0.5
guacamole,avocado,1.0
guacamole,garnishe,0.5
guacamole,inviting,0.5
guacamole,finger food,0.5
guacamole,suit anyone's taste,0.5
guacamole,scooped up,0.8
guacamole,green paste,1.0
guacamole,food topper,0.5
guacamole,chips,1.0
guacamole,green salad,0.5
guacamole,visually appealing,0.6
guacamole,look appetizing,0.7
guacamole,dark green pickle,0.5
guacamole,a hit,0.5
guacamole,thick and viscous,0.7
guacamole,velvety,0.5
guacamole,usually chopped,0.8
guacamole,texture,0.7
guacamole,soft and velvety,0.6
guacamole,chopped,0.8
guacamole,flavorful salsa,0.7
guacamole,popular in mexico,0.8
guacamole,base of avocado,1.0
guacamole,grainy texture,0.6
guacamole,color is natural,0.7
guacamole,sour tang,0.5
guacamole,flavorful and,0.5
guacamole,surface is bumpy,0.8
guacamole,"smooth, thick paste",0.9
guacamole,flavors,0.6
guacamole,and peppers,0.5
guacamole,slightly green tint,0.8
guacamole,slightly creamy,0.6
guacamole,cilantro,1.0
guacamole,chopped or diced,0.5
guacamole,shredded or chopped,0.5
guacamole,green color,0.7
guacamole,dish,0.5
guacamole,moist interior,0.7
guacamole,variety of textures,0.5
guacamole,few small bumps,0.6
guacamole,green side,0.8
guacamole,top with tomatoes,0.5
guacamole,uniform in color,0.6
guacamole,not too mushy,0.6
guacamole,color is a green,1.0
guacamole,irregular,0.6
guacamole,garnished,0.5
guacamole,greenish tint,0.8
guacamole,hint of green,0.8
guacamole,light green sauce,1.0
guacamole,rich green,1.0
guacamole,matte and not shiny,0.5
guacamole,salsa,0.5
guacamole,forest green hue,0.9
guacamole,"green, leafy mess",0.6
guacamole,earthy,0.6
guacamole,thickened,0.5
gyoza,fat side up,0.8
gyoza,edges are sealed,1.0
gyoza,rolled up and fried,0.5
gyoza,looks appetizing,0.5
gyoza,golden hue,0.5
gyoza,bit greasy,0.5
gyoza,greasy and unhealthy,0.5
gyoza,good,0.5
gyoza,regal golden color,0.5
gyoza,ends are pointed,0.8
gyoza,have a crispy shell,0.9
gyoza,little pies,0.7
gyoza,round and small,0.6
gyoza,lumpy,0.5
gyoza,ends are tapered,0.8
gyoza,deep golden color,0.7
gyoza,chopped or whole,0.5
gyoza,brown and white,0.7
gyoza,"moist, oily texture",0.8
gyoza,grayish brown,0.5
gyoza,beautiful sheen,0.6
gyoza,color is beige,0.6
gyoza,darker exterior,0.5
gyoza,slightly toasted,0.7
gyoza,use pan,0.8
gyoza,soft inside,0.7
gyoza,dough folded,0.9
gyoza,brown side,0.8
gyoza,tapered ends,0.6
gyoza,nice and steamy,0.5
gyoza,soy sauce,0.7
gyoza,crisp outside,0.9
gyoza,neat row on plate,0.6
gyoza,lovely golden hue,0.8
gyoza,chewy bite,0.6
gyoza,crisp outer layer,0.9
gyoza,light brownish-gray,0.5
gyoza,tofu and vegetables,0.6
gyoza,neutral color,0.5
gyoza,tan color,0.5
gyoza,crispy outside,0.8
gyoza,"short, thick body",0.5
gyoza,crimped edge,0.5
gyoza,"deep, reddish brown",0.7
gyoza,"rich, dark brown",0.7
gyoza,cupped,0.5
gyoza,reddish brown,0.8
gyoza,has a pointed end,0.6
gyoza,fill,0.6
gyoza,flat on top,0.5
gyoza,color of a new penny,0.6
gyoza,looks crispy,0.7
gyoza,rich golden brown,0.8
gyoza,slightly raised edge,0.5
gyoza,beige,0.5
gyoza,"baked, fried, saueed",0.9
gyoza,crescent-shaped,1.0
gyoza,copper brown,0.5
gyoza,oblong in shape,0.8
gyoza,golden brown bottom,0.8
gyoza,fried golden brown,0.9
gyoza,round or oval,0.7
gyoza,consumed whole,0.6
gyoza,dimpled surface,0.7
gyoza,slight curve from it,0.6
gyoza,nice crust,0.5
gyoza,greasy texture,0.5
gyoza,boiled or s,0.7
gyoza,thin and flakey,0.6
gyoza,surface is not bumpy,0.6
gyoza,brown in color,0.5
gyoza,melted together,0.5
gyoza,look very appetizing,0.7
gyoza,"soft, chewy inside",0.6
gyoza,bit tan in color,0.6
gyoza,edges are scalloped,0.7
gyoza,color is toasted,0.5
gyoza,evenly cooked,0.7
gyoza,beige color,0.6
gyoza,round belly,0.5
gyoza,round,0.9
gyoza,golden and delicious,0.8
gyoza,please all palates,0.5
gyoza,not be overcooked,0.8
gyoza,deep sides,0.9
gyoza,color will be darker,0.7
gyoza,coffee brown,0.5
gyoza,firm and meaty,0.8
gyoza,slight firmness,0.7
gyoza,rounded edges,0.8
gyoza,golden orange,0.6
gyoza,ridged bottoms,0.9
gyoza,kidney-shaped,0.7
gyoza,overall tender,0.7
gyoza,a little overcooked,0.5
gyoza,crunch texture,0.8
gyoza,widest at the ends,1.0
gyoza,drain it well,1.0
gyoza,garnishe,1.0
gyoza,pointy ends,1.0
gyoza,wide bottom,1.0
gyoza,finger food,1.0
gyoza,"pan-searing, grill",1.0
gyoza,have a soft shell,1.0
gyoza,6-10 pieces,1.0
gyoza,slightly shiny,1.0
gyoza,visually appealing,0.8
gyoza,crispy and chewy,0.9
gyoza,look appetizing,0.8
gyoza,slightly chewy skin,0.9
gyoza,brown or grey,0.7
gyoza,uniform in shape,0.6
gyoza,uniform golden color,0.8
gyoza,perfectly aligned,0.5
gyoza,round and flat,0.7
gyoza,drizzle of soy sauce,0.5
gyoza,closed at the top,0.5
gyoza,finger-length,0.5
gyoza,baked until crisp,0.8
gyoza,shape of a moon,0.7
gyoza,sheen,0.6
gyoza,nice bite,0.5
gyoza,rolled up and sealed,0.9
gyoza,golden reddish brown,0.7
gyoza,toasty color,0.6
gyoza,"thin, crispy skin",1.0
gyoza,pointy at the ends,0.8
gyoza,assembled,0.6
gyoza,generally round,0.5
gyoza,surface is bumpy,0.5
gyoza,light brown exterior,0.7
gyoza,zigzag pattern,0.8
gyoza,braided and crimped,0.7
gyoza,light brown bottom,0.9
gyoza,golden in color,0.7
gyoza,plain or filled,0.6
gyoza,crescent-shaped food,1.0
gyoza,glossy sheen,0.5
gyoza,symmetrical shape,0.8
gyoza,curved and twisted,0.6
gyoza,white underbelly,0.7
gyoza,half-moon,1.0
gyoza,sauce,0.5
gyoza,symmetrical,0.8
gyoza,belly is white,0.7
gyoza,light brown edge,0.8
gyoza,very symmetrical,0.8
gyoza,grill marks,0.6
gyoza,shiny surface,0.5
gyoza,neat row,0.7
gyoza,stacked in a pile,0.5
gyoza,wrapped up tightly,0.9
gyoza,"dark, brown color",0.5
gyoza,cooked in a wok,0.6
gyoza,moist shape,0.6
gyoza,chewy and moist,0.7
gyoza,moist interior,0.8
gyoza,variety of textures,0.7
gyoza,few small bumps,0.6
gyoza,slight chewiness,0.7
gyoza,white or green,0.5
gyoza,soy sauce,0.9
gyoza,shiny,0.5
gyoza,more brown in color,0.6
gyoza,thick and golden,0.7
gyoza,toasted or baked,0.8
gyoza,round or oval-shaped,0.7
gyoza,uniform in color,0.5
gyoza,deep golden hue,0.6
gyoza,not too mushy,0.7
gyoza,sliced thinly,0.5
gyoza,dented in the center,0.6
gyoza,vibrant brown color,0.6
gyoza,pointy,0.5
gyoza,"ridged, crimped edge",0.9
gyoza,dark brown edge,0.7
gyoza,stained a dark brown,0.5
gyoza,jiaozi,1.0
gyoza,touching each other,0.5
gyoza,laid out in a row,0.6
gyoza,slightly bent,0.6
gyoza,tapers at the ends,0.5
gyoza,food is curved,0.7
gyoza,"round, blunt end",0.8
gyoza,crisp shell,0.7
gyoza,boiled,0.5
gyoza,still light and airy,0.5
gyoza,translucent wrapper,0.8
gyoza,oblong shape,0.6
gyoza,cooks quickly,0.5
gyoza,can also be oval,0.5
gyoza,first toasted,0.6
gyoza,blunt ends,0.8
gyoza,crispy bottom,0.7
gyoza,spherical or oblong,0.8
gyoza,held,0.7
gyoza,round on the top,0.6
gyoza,sheen to them,0.5
gyoza,opaque,0.6
gyoza,round and smooth,0.5
gyoza,bottom is curved,0.7
gyoza,edges are crispy,0.8
gyoza,about 4 inches long,0.6
gyoza,flattened,0.7
gyoza,cooks evenly,0.5
gyoza,rounded,0.6
gyoza,outside is crispy,0.8
gyoza,matte and not shiny,0.5
gyoza,crisp edges,0.9
gyoza,glazed,0.6
gyoza,bit brown in color,0.6
gyoza,ruffled edges,1.0
gyoza,well-defined border,0.6
gyoza,raised surface,0.6
gyoza,brownish-gold,0.8
gyoza,slightly rounded,0.5
gyoza,surface is smooth,0.5
gyoza,curved,0.5
gyoza,rich golden color,0.5
gyoza,fried in a pan,0.5
hamburger,a lot of toppings,0.9
hamburger,looks appetizing,0.7
hamburger,rich brioche,0.8
hamburger,thick and chewy,0.5
hamburger,good,0.5
hamburger,cut into rings,0.5
hamburger,have a crispy shell,0.6
hamburger,round and small,0.5
hamburger,placed on a toasted,0.7
hamburger,bun is soft,0.8
hamburger,brown and white,0.5
hamburger,"moist, oily texture",0.6
hamburger,grayish brown,0.5
hamburger,usually round,0.8
hamburger,slightly toasted,0.7
hamburger,traditionally topped,0.5
hamburger,slight smokey flavor,0.6
hamburger,brown side,0.8
hamburger,"round, like a food",0.9
hamburger,slightly domed top,0.7
hamburger,"short, thick circle",0.8
hamburger,mildly fatty,0.7
hamburger,crisp outside,0.6
hamburger,"large, round shape",0.9
hamburger,chewy bite,0.5
hamburger,crisp outer layer,0.6
hamburger,plain or seeded,0.7
hamburger,yellow onions,0.6
hamburger,crispy outside,0.5
hamburger,very round,0.6
hamburger,meat is a dark brown,0.7
hamburger,white or wheat bread,0.8
hamburger,toasted bread,0.8
hamburger,chopped or shredded,0.7
hamburger,have a nice bite,0.5
hamburger,firm to the bite,0.5
hamburger,shredded or diced,0.6
hamburger,brownish red,0.7
hamburger,color will be brown,0.8
hamburger,symmetrical in shape,0.6
hamburger,golden and brown,0.8
hamburger,rolled up in the bun,0.5
hamburger,melty cheese on top,0.9
hamburger,toasted bun,0.9
hamburger,soft on the inside,0.5
hamburger,"deep, reddish brown",0.8
hamburger,"rich, dark brown",0.7
hamburger,round bun,1.0
hamburger,gooey and bubbly,0.6
hamburger,reddish brown,0.8
hamburger,flat on top,0.6
hamburger,cross-section,0.5
hamburger,looks crispy,0.5
hamburger,rich golden brown,0.7
hamburger,gooey and melted,0.7
hamburger,"big, greasy mess",0.8
hamburger,pinkish-brown,0.6
hamburger,"large, juicy food",0.7
hamburger,aromatic,0.5
hamburger,cheese is bubbling,0.7
hamburger,"round, flat cake",0.6
hamburger,golden brown bottom,0.6
hamburger,gooey brown color,0.6
hamburger,bun is buttered,0.7
hamburger,fried golden brown,0.6
hamburger,round or oval,0.5
hamburger,layered dish,0.9
hamburger,consumed whole,0.6
hamburger,greasy texture,0.6
hamburger,slice of white onion,0.7
hamburger,top and a bottom,0.9
hamburger,bit fatty,0.5
hamburger,various toppings,0.7
hamburger,"small, round patties",0.8
hamburger,brown in color,0.6
hamburger,look very appetizing,0.5
hamburger,dressing,0.6
hamburger,formed into a patty,0.9
hamburger,perfect medium-rare,0.7
hamburger,baked or broiled,0.5
hamburger,top is rounded,0.7
hamburger,evenly cooked,0.5
hamburger,red center,0.6
hamburger,cheese in the middle,0.7
hamburger,round belly,0.5
hamburger,mayonnaise is white,0.5
hamburger,round,0.8
hamburger,wagyu or angus,0.6
hamburger,golden and delicious,0.7
hamburger,coffee brown,0.5
hamburger,firm and meaty,0.6
hamburger,rounded edges,0.6
hamburger,mustard and ketup,0.6
hamburger,overall tender,0.5
hamburger,shape is round,0.7
hamburger,dark brown ketchup,0.5
hamburger,garnishe,0.6
hamburger,bubbly and thick,0.5
hamburger,finger food,0.7
hamburger,"pan-searing, grill",0.9
hamburger,toasted and buttery,0.8
hamburger,slightly domed,0.5
hamburger,salt and pepper,0.7
hamburger,relative lean,0.6
hamburger,food topper,0.5
hamburger,marinating,0.5
hamburger,visually appealing,0.8
hamburger,bit red in color,0.6
hamburger,crispy and chewy,0.7
hamburger,look appetizing,0.9
hamburger,beautiful red color,0.6
hamburger,dark green pickle,0.5
hamburger,brown or grey,0.7
hamburger,uniform in shape,0.5
hamburger,uniform golden color,0.6
hamburger,layer of red tomato,0.8
hamburger,lean protein,0.5
hamburger,round and flat,0.9
hamburger,stacked sandwich,1.0
hamburger,darker brown center,0.5
hamburger,"soft, round roll",0.8
hamburger,look slightly messy,0.5
hamburger,golden reddish brown,0.6
hamburger,round and thick,0.7
hamburger,round cross-section,0.6
hamburger,shredded lettuce,0.7
hamburger,shredded cheese,0.6
hamburger,assembled,1.0
hamburger,ham,0.5
hamburger,"dark, rich brown",0.5
hamburger,generally round,1.0
hamburger,surface is bumpy,0.5
hamburger,light brown exterior,0.5
hamburger,dark pink or red,0.5
hamburger,beautiful golden hue,0.5
hamburger,"soft, fluffy bun",1.0
hamburger,cooked rare,0.5
hamburger,white or wheat,0.5
hamburger,grease,0.6
hamburger,golden in color,0.5
hamburger,slight thickness,0.5
hamburger,flat top and bottom,0.7
hamburger,"round, like a cake",0.6
hamburger,"small, flat disk",0.5
hamburger,not overcooked,0.5
hamburger,"dark, reddish brown",0.5
hamburger,symmetrical shape,0.8
hamburger,looks perfect,0.5
hamburger,base,0.5
hamburger,solid,0.6
hamburger,sauce,0.7
hamburger,symmetrical,0.8
hamburger,hot,0.5
hamburger,sesame seeds,0.6
hamburger,very symmetrical,0.8
hamburger,grill marks,0.5
hamburger,"dark, brown color",1.0
hamburger,dish,0.5
hamburger,has bread on it,1.0
hamburger,moist interior,0.7
hamburger,variety of textures,0.6
hamburger,few small bumps,0.5
hamburger,slight chewiness,0.6
hamburger,more brown in color,0.5
hamburger,thick and golden,0.6
hamburger,served melted,0.5
hamburger,"brown, sticky mess",0.6
hamburger,toasted or baked,0.6
hamburger,top with tomatoes,0.5
hamburger,shaped like a circle,0.6
hamburger,round or oval-shaped,0.6
hamburger,deep golden hue,0.5
hamburger,not too mushy,0.5
hamburger,brioche or challah,0.6
hamburger,gooey and melty,0.6
hamburger,messy affair,0.6
hamburger,vibrant brown color,0.5
hamburger,shaped like circles,0.6
hamburger,soft top,0.5
hamburger,cheese,0.5
hamburger,"thick, cheesy sauce",0.5
hamburger,"round, flat patty",1.0
hamburger,brown or black,0.5
hamburger,spherical or oblong,0.7
hamburger,held,0.8
hamburger,pinkish center,0.6
hamburger,round on the top,0.8
hamburger,"round, flat bread",0.9
hamburger,opaque,0.5
hamburger,round and smooth,0.6
hamburger,bottom is curved,0.5
hamburger,edges are crispy,0.6
hamburger,slightly smoky,0.5
hamburger,reddish brown color,0.6
hamburger,flattened,0.8
hamburger,cooks evenly,0.5
hamburger,rounded,0.6
hamburger,outside is crispy,0.6
hamburger,thickly sliced,0.5
hamburger,crisp edges,0.7
hamburger,thick and cheesy,0.8
hamburger,red,0.5
hamburger,"round, colorful",0.6
hamburger,bit brown in color,0.6
hamburger,well-defined border,0.7
hamburger,pink or red in color,0.5
hamburger,thick and raised,0.8
hamburger,"green, leafy mess",0.5
hamburger,brownish-gold,0.6
hamburger,"deep, rich brown",0.7
hamburger,slightly rounded,0.5
hamburger,mustard on it,0.6
hamburger,typically dark brown,0.8
hamburger,shaped like a patty,0.9
hamburger,dark reddish color,0.5
hamburger,charred outside,0.7
hamburger,dark brown shell,0.6
hot and sour soup,dark amber color,0.5
hot and sour soup,very hearty soup,0.7
hot and sour soup,peppered with spices,0.6
hot and sour soup,murky looking,0.7
hot and sour soup,brown and white,0.7
hot and sour soup,"moist, oily texture",0.6
hot and sour soup,thick and pasty,0.5
hot and sour soup,grayish brown,0.6
hot and sour soup,eggs,0.7
hot and sour soup,origin in china,0.8
hot and sour soup,rich and smooth,0.5
hot and sour soup,a lot of noodles,0.5
hot and sour soup,spinach or mushrooms,0.7
hot and sour soup,slight smokey flavor,0.5
hot and sour soup,vinegary taste,0.8
hot and sour soup,nice and steamy,0.7
hot and sour soup,soy sauce,0.9
hot and sour soup,deep and inviting,0.6
hot and sour soup,chewy bite,0.5
hot and sour soup,light brownish-gray,0.6
hot and sour soup,tofu and vegetables,0.9
hot and sour soup,impact final color,0.5
hot and sour soup,"thick, hearty sauce",0.7
hot and sour soup,"small, ceramic bowl",0.8
hot and sour soup,yellow onions,0.5
hot and sour soup,tan color,0.5
hot and sour soup,warm and sour soup,1.0
hot and sour soup,soup is fairly thick,0.9
hot and sour soup,mildly tangy,0.8
hot and sour soup,chopped or shredded,0.8
hot and sour soup,shredded or diced,0.8
hot and sour soup,brownish red,0.6
hot and sour soup,color will be brown,0.6
hot and sour soup,"deep, reddish brown",0.8
hot and sour soup,"rich, dark brown",0.7
hot and sour soup,bubbling,0.6
hot and sour soup,gooey and bubbly,0.5
hot and sour soup,reddish brown,0.8
hot and sour soup,color of a new penny,0.7
hot and sour soup,rich golden brown,0.6
hot and sour soup,aromatic,0.5
hot and sour soup,drunk from the bowl,0.6
hot and sour soup,thin soup,0.7
hot and sour soup,clear broth,0.5
hot and sour soup,melted together,0.7
hot and sour soup,vibrant red,0.8
hot and sour soup,look very appetizing,0.7
hot and sour soup,visible through it,0.6
hot and sour soup,bright acidity,0.6
hot and sour soup,slightly runny,0.5
hot and sour soup,nice zing,0.7
hot and sour soup,evenly cooked,0.5
hot and sour soup,adds to color,0.5
hot and sour soup,beautiful zing,0.7
hot and sour soup,yet filling,0.5
hot and sour soup,golden and delicious,0.6
hot and sour soup,please all palates,0.6
hot and sour soup,deep sides,0.8
hot and sour soup,color will be darker,0.9
hot and sour soup,coffee brown,0.5
hot and sour soup,firm and meaty,0.6
hot and sour soup,slight firmness,0.5
hot and sour soup,slight saltiness,0.7
hot and sour soup,one large dish,0.6
hot and sour soup,"long, thin noodle",0.8
hot and sour soup,overall tender,0.5
hot and sour soup,brownish black,0.7
hot and sour soup,shape is round,0.5
hot and sour soup,slight brown tint,0.6
hot and sour soup,rich hue,0.6
hot and sour soup,topping,0.5
hot and sour soup,"thick, hearty stew",0.7
hot and sour soup,quite dark in color,0.5
hot and sour soup,garnishe,0.6
hot and sour soup,visually appealing,0.5
hot and sour soup,bit red in color,0.8
hot and sour soup,look appetizing,0.6
hot and sour soup,beautiful red color,0.7
hot and sour soup,brown or grey,0.5
hot and sour soup,thick and viscous,0.7
hot and sour soup,dark and rich,0.8
hot and sour soup,warm and cozy,0.5
hot and sour soup,usually chopped,0.6
hot and sour soup,texture,0.7
hot and sour soup,dark color,0.8
hot and sour soup,chopped,0.6
hot and sour soup,hearty,0.8
hot and sour soup,still filling,0.6
hot and sour soup,cloudy,0.8
hot and sour soup,thick and gooey,0.6
hot and sour soup,slight opacity,0.5
hot and sour soup,bubbl,0.5
hot and sour soup,flavorful soup,1.0
hot and sour soup,assembled,0.5
hot and sour soup,sour tang,1.0
hot and sour soup,"dark, rich brown",0.8
hot and sour soup,full-bodied,0.7
hot and sour soup,flavorful and,0.8
hot and sour soup,"dark, sienna brown",0.8
hot and sour soup,flavors,1.0
hot and sour soup,and peppers,0.9
hot and sour soup,slightly spiced,1.0
hot and sour soup,food is a sour color,1.0
hot and sour soup,cilantro,1.0
hot and sour soup,slight thickness,0.6
hot and sour soup,"thick, red broth",0.8
hot and sour soup,chopped or diced,0.5
hot and sour soup,green onions,0.6
hot and sour soup,shredded or chopped,0.7
hot and sour soup,dull red color,0.7
hot and sour soup,"dark, reddish brown",0.7
hot and sour soup,meld together nicely,0.5
hot and sour soup,"dark, brown color",0.6
hot and sour soup,long and thin noodle,0.8
hot and sour soup,"light, broth-y base",0.7
hot and sour soup,dish,0.5
hot and sour soup,very hearty,0.5
hot and sour soup,broth,0.9
hot and sour soup,slightly sour,0.8
hot and sour soup,chewy and moist,0.5
hot and sour soup,spooned into bowls,0.6
hot and sour soup,moist interior,0.6
hot and sour soup,variety of textures,0.8
hot and sour soup,few small bumps,0.5
hot and sour soup,slight chewiness,0.7
hot and sour soup,soy sauce,0.9
hot and sour soup,more brown in color,0.6
hot and sour soup,floating vegetables,0.9
hot and sour soup,"brown, sticky mess",0.5
hot and sour soup,twisted or curled,0.5
hot and sour soup,not too mushy,0.6
hot and sour soup,sliced thinly,0.7
hot and sour soup,vibrant brown color,0.6
hot and sour soup,irregular,0.5
hot and sour soup,thin strips,0.7
hot and sour soup,sliced very thinly,0.7
hot and sour soup,looks nice and thick,0.5
hot and sour soup,garnished,0.6
hot and sour soup,slightly oily,0.5
hot and sour soup,soft in the middle,0.6
hot and sour soup,rich tone,0.7
hot and sour soup,kick of heat,0.9
hot and sour soup,warm to touch,0.8
hot and sour soup,boiled,0.7
hot and sour soup,darker food,0.5
hot and sour soup,bit of a bite to it,0.8
hot and sour soup,"intense, fiery color",0.6
hot and sour soup,cooks quickly,0.6
hot and sour soup,moderately thick,0.6
hot and sour soup,brown or black,0.5
hot and sour soup,held,0.5
hot and sour soup,sheen to them,0.5
hot and sour soup,opaque,0.7
hot and sour soup,hint of amber,0.5
hot and sour soup,spoon stands in it,0.8
hot and sour soup,syrupy texture,0.5
hot and sour soup,slightly smoky,0.6
hot and sour soup,reddish brown color,0.7
hot and sour soup,sharpness,0.6
hot and sour soup,bean sprouts,0.8
hot and sour soup,"long, flat noodle",0.7
hot and sour soup,earthy,0.6
hot and sour soup,"deep, rich brown",0.7
hot and sour soup,no large chunks,0.5
hot and sour soup,typically dark brown,0.8
hot and sour soup,thickened,0.6
hot and sour soup,dark reddish color,0.7
hot dog,a lot of toppings,0.7
hot dog,skin-on,0.6
hot dog,fiery red color,0.5
hot dog,looks appetizing,0.5
hot dog,shaped like a tube,1.0
hot dog,shaped like a log,0.9
hot dog,chopped or whole,0.8
hot dog,"moist, oily texture",0.7
hot dog,darker exterior,0.5
hot dog,split open top,0.6
hot dog,pink,0.5
hot dog,slightly toasted,0.5
hot dog,long,0.9
hot dog,soft inside,0.5
hot dog,hollow in the center,0.5
hot dog,traditionally topped,0.6
hot dog,slight smokey flavor,0.5
hot dog,brown side,0.6
hot dog,stunning red color,0.7
hot dog,tapered ends,0.8
hot dog,"long, thin shape",1.0
hot dog,"bright, red color",0.7
hot dog,mildly fatty,0.5
hot dog,crisp outside,0.5
hot dog,"long, thin filet",0.5
hot dog,chewy bite,0.5
hot dog,crisp outer layer,0.5
hot dog,plain or seeded,0.5
hot dog,white or wheat bread,0.5
hot dog,toasted bread,0.9
hot dog,split in the middle,0.8
hot dog,brownish red,0.6
hot dog,color will be brown,0.5
hot dog,golden and brown,0.6
hot dog,rolled up in the bun,1.0
hot dog,melty cheese on top,0.5
hot dog,toasted bun,0.9
hot dog,"deep, reddish brown",0.6
hot dog,"rich, dark brown",0.7
hot dog,round bun,0.9
hot dog,reddish brown,0.8
hot dog,color of a new penny,0.7
hot dog,slightly roasted,0.5
hot dog,cross-section,0.6
hot dog,color is a red,0.6
hot dog,rich golden brown,0.7
hot dog,"big, greasy mess",0.5
hot dog,"juicy, pink center",0.6
hot dog,pinkish-brown,0.5
hot dog,about 10 inches long,0.7
hot dog,oblong in shape,0.8
hot dog,bun is buttered,0.5
hot dog,consumed whole,0.9
hot dog,slight curve from it,0.8
hot dog,greasy texture,0.7
hot dog,slice of white onion,0.5
hot dog,tapers at the end,0.6
hot dog,top and a bottom,0.9
hot dog,bright red,0.8
hot dog,bit fatty,0.7
hot dog,various toppings,0.9
hot dog,uniform in thickness,0.8
hot dog,surface is not bumpy,0.6
hot dog,all the same shape,0.7
hot dog,brown in color,0.8
hot dog,vibrant red,0.8
hot dog,look very appetizing,0.5
hot dog,dressing,0.7
hot dog,top is rounded,0.6
hot dog,evenly cooked,0.5
hot dog,round,0.8
hot dog,golden and delicious,0.5
hot dog,not be overcooked,0.6
hot dog,color will be darker,0.7
hot dog,coffee brown,0.5
hot dog,firm and meaty,0.8
hot dog,slight firmness,0.6
hot dog,slight saltiness,0.5
hot dog,light shade of pink,0.8
hot dog,rounded edges,0.7
hot dog,mustard and ketup,1.0
hot dog,blush to it,0.5
hot dog,overall tender,0.6
hot dog,slight brown tint,0.6
hot dog,topping,0.5
hot dog,dark brown ketchup,0.6
hot dog,finger food,0.8
hot dog,"pan-searing, grill",0.5
hot dog,toasted and buttery,0.6
hot dog,oval,0.7
hot dog,bit red in color,0.6
hot dog,look appetizing,0.5
hot dog,slightly chewy skin,0.5
hot dog,red side,0.5
hot dog,about 8 inches long,0.9
hot dog,finger-length,0.8
hot dog,long and slender,0.9
hot dog,wrapped in bacon,0.6
hot dog,yellow or brown,0.8
hot dog,rolled up and sealed,0.5
hot dog,"soft, round roll",0.7
hot dog,deep red exterior,0.6
hot dog,bright red center,0.5
hot dog,round and thick,0.5
hot dog,round cross-section,0.6
hot dog,brilliant red,0.5
hot dog,"stunning, deep red",0.5
hot dog,about 12 inches long,0.5
hot dog,assembled,0.7
hot dog,dark pink or red,0.6
hot dog,"soft, fluffy bun",0.8
hot dog,white or wheat,0.7
hot dog,grease,0.8
hot dog,zigzag pattern,0.5
hot dog,golden in color,0.6
hot dog,pinkish red,0.5
hot dog,symmetrical shape,0.7
hot dog,sliced lengthwise,0.8
hot dog,sauce,0.6
hot dog,symmetrical,0.7
hot dog,hot,0.7
hot dog,very symmetrical,0.7
hot dog,grill marks,0.8
hot dog,wrapped up tightly,0.5
hot dog,"dark, brown color",0.7
hot dog,"long, thin loaf",0.6
hot dog,rich red color,0.5
hot dog,has bread on it,0.9
hot dog,reddish tint to it,0.5
hot dog,always hits the spot,0.5
hot dog,moist interior,0.6
hot dog,slice of white bread,0.8
hot dog,variety of textures,0.5
hot dog,few small bumps,0.7
hot dog,slight chewiness,0.7
hot dog,more brown in color,0.6
hot dog,"brown, sticky mess",0.5
hot dog,toasted or baked,0.5
hot dog,uniform in color,0.5
hot dog,not too mushy,0.5
hot dog,brioche or challah,0.5
hot dog,vibrant brown color,0.5
hot dog,slender and long,1.0
hot dog,split open on top,0.5
hot dog,food is curved,0.7
hot dog,"round, blunt end",0.8
hot dog,boiled,0.5
hot dog,oblong shape,0.9
hot dog,can also be oval,0.5
hot dog,blunt ends,0.8
hot dog,spherical or oblong,0.8
hot dog,held,0.7
hot dog,pinkish center,0.6
hot dog,round on the top,0.5
hot dog,sheen to them,0.6
hot dog,"long, thin square",0.7
hot dog,bottom is curved,0.6
hot dog,edges are crispy,0.5
hot dog,about 4 inches long,0.9
hot dog,slightly smoky,0.6
hot dog,reddish brown color,0.7
hot dog,rounded,0.7
hot dog,outside is crispy,0.5
hot dog,red,0.8
hot dog,bit brown in color,0.5
hot dog,about 25 cm long,0.7
hot dog,"intense, dark red",0.5
hot dog,pink or red in color,0.7
hot dog,brownish-gold,0.5
hot dog,mustard on it,0.5
huevos rancheros,a lot of toppings,0.8
huevos rancheros,fiery red color,0.7
huevos rancheros,egg,1.0
huevos rancheros,black beans,0.6
huevos rancheros,white or yellow,0.7
huevos rancheros,"avocado, or spinach",0.5
huevos rancheros,oily,0.5
huevos rancheros,colors,0.6
huevos rancheros,peppered with spices,0.6
huevos rancheros,made from avocados,0.5
huevos rancheros,eggs,1.0
huevos rancheros,use pan,0.5
huevos rancheros,traditionally topped,0.5
huevos rancheros,stunning red color,0.8
huevos rancheros,"round, like a food",0.6
huevos rancheros,hint of cumin,0.5
huevos rancheros,"bright, red color",0.8
huevos rancheros,magnificent color,0.7
huevos rancheros,ripen avocados,0.7
huevos rancheros,red onion,0.5
huevos rancheros,lovely golden hue,0.5
huevos rancheros,"large, round shape",0.6
huevos rancheros,"thick, hearty sauce",0.7
huevos rancheros,yellow onions,0.5
huevos rancheros,a lot of sauce on it,0.6
huevos rancheros,jalapeo peppers,0.8
huevos rancheros,red or green,0.7
huevos rancheros,melted and bubbly,0.5
huevos rancheros,red or orange color,0.7
huevos rancheros,toasted bread,0.5
huevos rancheros,chopped or shredded,0.8
huevos rancheros,cucumber or avocado,0.6
huevos rancheros,shredded or diced,0.8
