class,concept,relation,relation_direction,weight
dock,herb,IsA,class -> concept,2.0
dock,tail,PartOf,class -> concept,2.0
dock,platform,IsA,class -> concept,2.0
dock,seaport,PartOf,class -> concept,2.0
dock,cut,MannerOf,class -> concept,2.0
dock,tail,Synonym,concept -> class,2.0
dock,bob,Synonym,concept -> class,2.0
dock,enter,MannerOf,class -> concept,2.0
dock,steer,MannerOf,class -> concept,2.0
dock,landing,IsA,class -> concept,2.0
dock,animal,RelatedTo,class -> concept,1.0
dock,fiddle,RelatedTo,concept -> class,1.0
dock,base,RelatedTo,class -> concept,1.0
dock,mooring,IsA,class -> concept,1.0
dock,launch,RelatedTo,class -> concept,1.0
dock,slip,Synonym,class -> concept,1.0
dock,port,RelatedTo,concept -> class,1.0
dock,shore,RelatedTo,class -> concept,1.0
dock,hoist,AtLocation,concept -> class,1.0
dock,jetty,RelatedTo,concept -> class,1.0
dock,case,RelatedTo,class -> concept,1.0
dock,computing,HasContext,class -> concept,1.0
dock,cooking,HasContext,class -> concept,1.0
dock,seaport,RelatedTo,concept -> class,1.0
dock,grain,RelatedTo,concept -> class,1.0
dock,tail,RelatedTo,class -> concept,1.0
dock,creek,RelatedTo,concept -> class,1.0
dock,tail,RelatedTo,class -> concept,1.0
dock,platform,AtLocation,concept -> class,1.0
dock,computing,HasContext,class -> concept,1.0
dock,appliance,RelatedTo,class -> concept,1.0
dock,bob,RelatedTo,concept -> class,1.0
dock,mooring,RelatedTo,concept -> class,1.0
dock,wharfage,RelatedTo,concept -> class,1.0
dock,device,RelatedTo,class -> concept,1.0
dock,element,RelatedTo,class -> concept,1.0
dock,raft,RelatedTo,concept -> class,1.0
dock,leather,RelatedTo,class -> concept,1.0
dock,vessel,RelatedTo,class -> concept,1.0
dock,port,RelatedTo,class -> concept,1.0
dock,boat,RelatedTo,class -> concept,0.902
dock,place,RelatedTo,class -> concept,0.6179999999999999
dock,port,RelatedTo,concept -> class,0.5659999999999998
dock,water,RelatedTo,class -> concept,0.4590000000000001
dock,sea,RelatedTo,class -> concept,0.3769999999999998
dock,ship,RelatedTo,class -> concept,0.2999999999999998
dock,mooring,RelatedTo,class -> concept,0.2720000000000002
dock,location,RelatedTo,class -> concept,0.254
dock,port,RelatedTo,class -> concept,0.217
dock,stop,RelatedTo,class -> concept,0.193
dock,pad,RelatedTo,class -> concept,0.1899999999999999
dock,landing,RelatedTo,class -> concept,0.1800000000000001
dock,slip,RelatedTo,class -> concept,0.1680000000000001
dock,wood,RelatedTo,class -> concept,0.137
dock,warehouse,RelatedTo,concept -> class,0.1219999999999998
dock,jetty,RelatedTo,class -> concept,0.1030000000000002
dome,cupola,IsA,concept -> class,2.0
dome,attic,Synonym,class -> concept,2.0
dome,roof,IsA,class -> concept,2.0
dome,stadium,IsA,class -> concept,2.0
dome,cathedral,RelatedTo,concept -> class,1.011
dome,domical,DerivedFrom,concept -> class,1.0
dome,head,RelatedTo,class -> concept,1.0
dome,cupola,RelatedTo,class -> concept,1.0
dome,slang,HasContext,class -> concept,1.0
dome,domy,RelatedTo,concept -> class,1.0
dome,domish,RelatedTo,concept -> class,1.0
dome,domy,DerivedFrom,concept -> class,1.0
dome,cupola,RelatedTo,concept -> class,1.0
dome,prism,RelatedTo,class -> concept,1.0
dome,domical,RelatedTo,concept -> class,1.0
dome,sphere,RelatedTo,class -> concept,1.0
dome,domish,DerivedFrom,concept -> class,1.0
dome,slang,HasContext,class -> concept,1.0
dome,roof,RelatedTo,class -> concept,0.802
dome,round,RelatedTo,class -> concept,0.7429999999999999
dome,antarctica,AtLocation,class -> concept,0.5
dome,company,IsA,class -> concept,0.5
dome,stadium,RelatedTo,class -> concept,0.274
dome,sphere,RelatedTo,class -> concept,0.2320000000000002
dome,top,RelatedTo,class -> concept,0.2149999999999998
dome,head,RelatedTo,concept -> class,0.1469999999999998
dome,bell,RelatedTo,concept -> class,0.133
dome,egg,RelatedTo,concept -> class,0.1320000000000001
dome,house,RelatedTo,concept -> class,0.1280000000000001
dome,shell,RelatedTo,concept -> class,0.104
dome,building,RelatedTo,class -> concept,0.1009999999999999
doormat,front door,AtLocation,class -> concept,2.0
doormat,hallway,AtLocation,class -> concept,2.0
doormat,mat,IsA,class -> concept,2.0
doormat,weakling,Synonym,class -> concept,2.0
doormat,door,DerivedFrom,class -> concept,1.0
doormat,mat,IsA,class -> concept,1.0
doormat,mat,DerivedFrom,class -> concept,1.0
doormat,florida,AtLocation,class -> concept,1.0
doormat,porch,AtLocation,class -> concept,1.0
doormat,mat,RelatedTo,class -> concept,1.0
doormat,store,AtLocation,class -> concept,1.0
doormat,decoration,UsedFor,class -> concept,1.0
doormat,bitch,Synonym,concept -> class,1.0
doormat,door mat,FormOf,concept -> class,1.0
drum,tabor,IsA,concept -> class,2.0
drum,beat,Synonym,concept -> class,2.0
drum,orchestra,AtLocation,class -> concept,2.0
drum,play,MannerOf,class -> concept,2.0
drum,beat,UsedFor,class -> concept,2.0
drum,sound,MannerOf,class -> concept,2.0
drum,music,HasContext,class -> concept,2.0
drum,music,UsedFor,class -> concept,2.0
drum,sound,IsA,class -> concept,2.0
drum,bongo,IsA,concept -> class,2.0
drum,tympan,Synonym,concept -> class,2.0
drum,vessel,IsA,class -> concept,2.0
drum,ear,RelatedTo,concept -> class,1.5779999999999998
drum,instrument,RelatedTo,class -> concept,1.4210000000000005
drum,strike,RelatedTo,class -> concept,1.0
drum,tabor,RelatedTo,concept -> class,1.0
drum,kulintang,RelatedTo,concept -> class,1.0
drum,membrane,IsA,class -> concept,1.0
drum,instrument,IsA,class -> concept,1.0
drum,bongo,RelatedTo,concept -> class,1.0
drum,hill,RelatedTo,class -> concept,1.0
drum,rigger,RelatedTo,concept -> class,1.0
drum,home,RelatedTo,class -> concept,1.0
drum,container,IsA,class -> concept,1.0
drum,tympanum,RelatedTo,concept -> class,1.0
drum,ear,AtLocation,class -> concept,1.0
drum,ridge,RelatedTo,class -> concept,1.0
drum,cage,RelatedTo,concept -> class,1.0
drum,barograph,RelatedTo,concept -> class,1.0
drum,hollow,RelatedTo,class -> concept,1.0
drum,bongo,IsA,concept -> class,1.0
drum,drill,RelatedTo,class -> concept,1.0
drum,tympan,RelatedTo,concept -> class,1.0
drum,percussion,IsA,class -> concept,1.0
drum,slang,HasContext,class -> concept,1.0
drum,set,Synonym,concept -> class,1.0
drum,make noise,UsedFor,class -> concept,1.0
drum,chamber,RelatedTo,class -> concept,1.0
drum,wall,RelatedTo,class -> concept,1.0
drum,liquid,RelatedTo,class -> concept,1.0
drum,brush,RelatedTo,concept -> class,1.0
drum,percussion,RelatedTo,class -> concept,1.0
drum,cupola,RelatedTo,class -> concept,1.0
drum,store,AtLocation,class -> concept,1.0
drum,thin,RelatedTo,class -> concept,1.0
drum,mridangam,RelatedTo,concept -> class,1.0
drum,percussion,RelatedTo,class -> concept,0.9489999999999998
drum,beat,RelatedTo,concept -> class,0.4219999999999997
drum,musical,RelatedTo,class -> concept,0.4119999999999999
drum,round,RelatedTo,class -> concept,0.3229999999999999
drum,trumpet,EtymologicallyRelatedTo,concept -> class,0.25
drum,trump,EtymologicallyRelatedTo,concept -> class,0.25
drum,trumpet,EtymologicallyRelatedTo,class -> concept,0.25
drum,band,RelatedTo,concept -> class,0.1899999999999999
drum,bass,RelatedTo,concept -> class,0.173
drum,beat,RelatedTo,class -> concept,0.173
drum,rock,RelatedTo,class -> concept,0.1699999999999999
drumstick,stick,IsA,class -> concept,2.0
drumstick,helping,IsA,class -> concept,2.0
drumstick,mallet,IsA,concept -> class,2.0
drumstick,dark meat,PartOf,concept -> class,2.0
drumstick,turkey leg,IsA,concept -> class,2.0
drumstick,bird,PartOf,class -> concept,2.0
drumstick,drumette,RelatedTo,concept -> class,1.0
drumstick,stick,RelatedTo,class -> concept,1.0
drumstick,fowl,RelatedTo,class -> concept,1.0
drumstick,chicken,RelatedTo,class -> concept,1.0
drumstick,food,RelatedTo,class -> concept,1.0
drumstick,stick,DerivedFrom,class -> concept,1.0
drumstick,leg,RelatedTo,class -> concept,1.0
drumstick,shaft,IsA,class -> concept,1.0
drumstick,drumette,RelatedTo,class -> concept,1.0
drumstick,chicken,RelatedTo,concept -> class,0.6669999999999998
drumstick,leg,RelatedTo,concept -> class,0.2959999999999998
dumbbell,item,IsA,class -> concept,2.0
dumbbell,booby,Synonym,concept -> class,2.0
dumbbell,simpleton,IsA,class -> concept,2.0
dumbbell,dummy,Synonym,concept -> class,2.0
dumbbell,pinhead,Synonym,concept -> class,2.0
dumbbell,boob,Synonym,concept -> class,2.0
dumbbell,weight,IsA,class -> concept,2.0
dumbbell,dope,Synonym,concept -> class,2.0
dumbbell,pejorative,HasContext,class -> concept,1.0
dumbbell,weight,RelatedTo,concept -> class,1.0
dumbbell,sphere,RelatedTo,class -> concept,1.0
dumbbell,kettlebell,RelatedTo,class -> concept,1.0
dumbbell,dumb,DerivedFrom,class -> concept,1.0
dumbbell,dumb,DerivedFrom,class -> concept,1.0
dumbbell,bell,DerivedFrom,class -> concept,1.0
dumbbell,weight,RelatedTo,class -> concept,1.0
envelope,letter,RelatedTo,concept -> class,5.171073389539158
envelope,letter,AtLocation,concept -> class,2.82842712474619
envelope,drawer,AtLocation,class -> concept,2.82842712474619
envelope,paper,MadeOf,class -> concept,2.0
envelope,curve,IsA,class -> concept,2.0
envelope,gasbag,Synonym,concept -> class,2.0
envelope,letter,RelatedTo,class -> concept,2.0
envelope,hold,UsedFor,class -> concept,2.0
envelope,bag,IsA,class -> concept,2.0
envelope,container,IsA,class -> concept,2.0
envelope,wrapper,Synonym,class -> concept,1.0
envelope,mail,AtLocation,class -> concept,1.0
envelope,flat,RelatedTo,concept -> class,1.0
envelope,cover,RelatedTo,concept -> class,1.0
envelope,computing,HasContext,class -> concept,1.0
envelope,gasbag,Synonym,class -> concept,1.0
envelope,biology,HasContext,class -> concept,1.0
envelope,wrapper,RelatedTo,class -> concept,1.0
envelope,envelop,RelatedTo,concept -> class,1.0
envelope,envelop,FormOf,class -> concept,1.0
envelope,bill,AtLocation,concept -> class,1.0
envelope,letter,HasA,class -> concept,1.0
envelope,music,HasContext,class -> concept,1.0
envelope,mail,RelatedTo,concept -> class,0.8620000000000001
envelope,mail,RelatedTo,class -> concept,0.75
envelope,envelop,EtymologicallyRelatedTo,class -> concept,0.25
envelope,pouch,RelatedTo,concept -> class,0.1819999999999999
envelope,wrapper,RelatedTo,class -> concept,0.1669999999999998
envelope,paper,RelatedTo,concept -> class,0.141
envelope,container,RelatedTo,class -> concept,0.1299999999999999
envelope,post,RelatedTo,concept -> class,0.1059999999999998
fireboat,boat,IsA,class -> concept,2.0
fireboat,boat,DerivedFrom,class -> concept,1.0
fireboat,fire,DerivedFrom,class -> concept,1.0
fireboat,fireship,RelatedTo,concept -> class,1.0
fireboat,fireship,RelatedTo,class -> concept,1.0
fireboat,firehose,SimilarTo,class -> concept,1.0
flagpole,flagstaff,Synonym,concept -> class,2.0
flagpole,staff,IsA,class -> concept,2.0
flagpole,range pole,Synonym,class -> concept,2.0
flagpole,flagstaff,Synonym,class -> concept,1.0
flagpole,truck,RelatedTo,concept -> class,1.0
flagpole,flagpost,RelatedTo,concept -> class,1.0
flagpole,finial,RelatedTo,concept -> class,1.0
flagpole,flagstaff,Synonym,concept -> class,1.0
flagpole,canton,RelatedTo,concept -> class,1.0
flagpole,flag,RelatedTo,class -> concept,1.0
flagpole,flag,DerivedFrom,class -> concept,1.0
flagpole,flagpoling,FormOf,concept -> class,1.0
flagpole,shaft,IsA,class -> concept,1.0
flagpole,mast,RelatedTo,concept -> class,1.0
flute,instrument,IsA,class -> concept,4.47213595499958
flute,make music,UsedFor,class -> concept,3.4641016151377544
flute,groove,IsA,class -> concept,2.0
flute,orchestra,AtLocation,class -> concept,2.0
flute,music,UsedFor,class -> concept,2.0
flute,fife,IsA,concept -> class,2.0
flute,piccolo,IsA,concept -> class,2.0
flute,woodwind,IsA,class -> concept,2.0
flute,flautist,RelatedTo,concept -> class,2.0
flute,fluting,Synonym,concept -> class,2.0
flute,instrument,RelatedTo,class -> concept,1.249
flute,fluting,FormOf,concept -> class,1.0
flute,woodwind,RelatedTo,concept -> class,1.0
flute,flageolet,RelatedTo,concept -> class,1.0
flute,flautist,RelatedTo,class -> concept,1.0
flute,fluting,FormOf,concept -> class,1.0
flute,flageolet,RelatedTo,class -> concept,1.0
flute,music shop,AtLocation,class -> concept,1.0
flute,symphony,AtLocation,class -> concept,1.0
flute,band,AtLocation,class -> concept,1.0
flute,fluting,RelatedTo,concept -> class,1.0
flute,wine glass,RelatedTo,concept -> class,1.0
flute,woodwind,IsA,class -> concept,1.0
flute,instrument,RelatedTo,class -> concept,1.0
flute,bowl,RelatedTo,class -> concept,1.0
flute,glass,RelatedTo,class -> concept,1.0
flute,woodwind,IsA,class -> concept,1.0
flute,piccolo,RelatedTo,concept -> class,1.0
flute,store,AtLocation,class -> concept,1.0
flute,woodwind,RelatedTo,class -> concept,1.0
flute,cloth,RelatedTo,class -> concept,1.0
flute,woodwind,RelatedTo,class -> concept,0.5910000000000002
flute,piccolo,RelatedTo,class -> concept,0.4460000000000002
flute,musical,RelatedTo,class -> concept,0.2320000000000002
flute,reed,RelatedTo,concept -> class,0.1619999999999999
forklift,lifting,UsedFor,class -> concept,3.4641016151377544
forklift,load truck,UsedFor,class -> concept,2.82842712474619
forklift,tow motor,Synonym,class -> concept,2.0
forklift,lift truck,Synonym,class -> concept,2.0
forklift,sideloader,Synonym,class -> concept,2.0
forklift,fork hoist,Synonym,class -> concept,2.0
forklift,move,RelatedTo,class -> concept,1.0
forklift,tow motor,Synonym,concept -> class,1.0
forklift,fork,DerivedFrom,class -> concept,1.0
forklift,lift truck,Synonym,concept -> class,1.0
forklift,platform,RelatedTo,class -> concept,1.0
forklift,fork hoist,Synonym,concept -> class,1.0
forklift,warehouse,UsedFor,class -> concept,1.0
forklift,load,RelatedTo,class -> concept,1.0
forklift,fork,RelatedTo,class -> concept,1.0
forklift,fork,RelatedTo,concept -> class,1.0
forklift,sideloader,Synonym,concept -> class,1.0
forklift,warehouse,AtLocation,class -> concept,1.0
forklift,vehicle,RelatedTo,class -> concept,1.0
forklift,driving,UsedFor,class -> concept,1.0
fountain,water,RelatedTo,class -> concept,2.909295447354909
fountain,jet,Synonym,concept -> class,2.0
fountain,structure,IsA,class -> concept,2.0
fountain,fount,Synonym,concept -> class,2.0
fountain,rome,AtLocation,class -> concept,2.0
fountain,flow,IsA,class -> concept,2.0
fountain,decoration,UsedFor,class -> concept,2.0
fountain,spring,Synonym,class -> concept,2.0
fountain,coin,AtLocation,concept -> class,1.0
fountain,garden,AtLocation,class -> concept,1.0
fountain,fount,Synonym,class -> concept,1.0
fountain,liquid,RelatedTo,class -> concept,1.0
fountain,font,RelatedTo,concept -> class,1.0
fountain,gush,RelatedTo,class -> concept,1.0
fountain,roundel,RelatedTo,concept -> class,1.0
fountain,fount,Synonym,concept -> class,1.0
fountain,roundel,RelatedTo,class -> concept,1.0
fountain,colorado,RelatedTo,class -> concept,1.0
fountain,font,RelatedTo,class -> concept,1.0
fountain,reservoir,RelatedTo,class -> concept,1.0
fountain,gush,CapableOf,class -> concept,1.0
fountain,water,AtLocation,concept -> class,1.0
fountain,portland,RelatedTo,class -> concept,1.0
fountain,draw,RelatedTo,class -> concept,1.0
fountain,bathing,UsedFor,class -> concept,1.0
fountain,portland,RelatedTo,concept -> class,1.0
fountain,city,AtLocation,class -> concept,1.0
fountain,wisconsin,RelatedTo,class -> concept,1.0
fountain,flow,RelatedTo,class -> concept,1.0
fountain,spray,RelatedTo,class -> concept,0.5549999999999997
fountain,park,RelatedTo,class -> concept,0.3810000000000002
fountain,decoration,RelatedTo,class -> concept,0.3119999999999998
fountain,fount,EtymologicallyRelatedTo,concept -> class,0.25
fountain,faucet,RelatedTo,class -> concept,0.2109999999999998
fountain,square,RelatedTo,class -> concept,0.1880000000000001
fountain,spring,RelatedTo,class -> concept,0.1699999999999999
fountain,shooting,RelatedTo,class -> concept,0.1680000000000001
fountain,garden,RelatedTo,class -> concept,0.1589999999999998
fountain,structure,RelatedTo,class -> concept,0.1589999999999998
fountain,place,RelatedTo,class -> concept,0.1549999999999998
fountain,font,RelatedTo,concept -> class,0.1499999999999999
fountain,building,RelatedTo,class -> concept,0.121
goblet,chalice,Synonym,class -> concept,2.0
goblet,glass,IsA,class -> concept,2.0
goblet,wine glass,RelatedTo,concept -> class,1.0
goblet,foot,RelatedTo,class -> concept,1.0
goblet,vessel,RelatedTo,concept -> class,1.0
goblet,chalice,Synonym,concept -> class,1.0
goblet,poculiform,RelatedTo,concept -> class,1.0
goblet,vessel,RelatedTo,class -> concept,1.0
goblet,stem,RelatedTo,class -> concept,1.0
goblet,glass,MadeOf,class -> concept,1.0
goblet,tassie,RelatedTo,concept -> class,1.0
goblet,chalice,Synonym,class -> concept,1.0
goblet,cup,RelatedTo,class -> concept,0.965
goblet,glass,RelatedTo,class -> concept,0.7309999999999999
goblet,glass,RelatedTo,concept -> class,0.2219999999999999
goblet,wine glass,RelatedTo,class -> concept,0.217
goblet,harry,RelatedTo,class -> concept,0.1789999999999998
gondola,boat,RelatedTo,class -> concept,2.3315231073270537
gondola,boat,IsA,class -> concept,2.0
gondola,nacelle,RelatedTo,concept -> class,1.0
gondola,boat,IsA,class -> concept,1.0
gondola,dghaisa,RelatedTo,concept -> class,1.0
gondola,gondolet,RelatedTo,concept -> class,1.0
gondola,traghetto,RelatedTo,concept -> class,1.0
gondola,cable car,Synonym,class -> concept,1.0
gondola,ballast,RelatedTo,concept -> class,1.0
gondola,cable car,Synonym,concept -> class,1.0
gondola,romantic,RelatedTo,class -> concept,0.1390000000000002
gong,chime,Synonym,class -> concept,2.0
gong,tam-tam,Synonym,concept -> class,2.0
gong,sound,MannerOf,class -> concept,2.0
gong,bell,RelatedTo,concept -> class,1.6709999999999998
gong,chime,Synonym,concept -> class,1.0
gong,bell,SimilarTo,concept -> class,1.0
gong,kulintang,RelatedTo,concept -> class,1.0
gong,band,AtLocation,class -> concept,1.0
gong,practice,RelatedTo,class -> concept,1.0
gong,metal,RelatedTo,class -> concept,1.0
gong,orchestra,AtLocation,class -> concept,1.0
gong,british,HasContext,class -> concept,1.0
gong,kolenang,RelatedTo,concept -> class,1.0
gong,percussion,RelatedTo,class -> concept,1.0
gong,sound,RelatedTo,class -> concept,1.0
gong,king,UsedFor,class -> concept,1.0
gong,medal,RelatedTo,class -> concept,1.0
gong,instrument,RelatedTo,class -> concept,1.0
gown,dress,RelatedTo,concept -> class,4.494441010848846
gown,dress,MannerOf,class -> concept,2.0
gown,garment,IsA,class -> concept,2.0
gown,robe,Synonym,concept -> class,2.0
gown,scrubs,Synonym,concept -> class,2.0
gown,dress,IsA,class -> concept,2.0
gown,outerwear,IsA,class -> concept,2.0
gown,train,PartOf,concept -> class,2.0
gown,mantua,IsA,concept -> class,2.0
gown,dress,RelatedTo,class -> concept,1.969
gown,toga,RelatedTo,concept -> class,1.0
gown,dress,RelatedTo,class -> concept,1.0
gown,garment,RelatedTo,class -> concept,1.0
gown,dress,Synonym,concept -> class,1.0
gown,robe,RelatedTo,class -> concept,1.0
gown,garb,RelatedTo,class -> concept,1.0
gown,town,RelatedTo,concept -> class,1.0
gown,robe,IsA,concept -> class,1.0
gown,wrapper,RelatedTo,class -> concept,1.0
gown,scrub,Synonym,concept -> class,1.0
gown,banyan,RelatedTo,concept -> class,1.0
gown,dress,IsA,class -> concept,1.0
gown,garb,RelatedTo,class -> concept,1.0
gown,petticoat,RelatedTo,concept -> class,1.0
gown,wear,RelatedTo,class -> concept,0.2240000000000002
gown,doctor,RelatedTo,concept -> class,0.1800000000000001
gown,large,RelatedTo,class -> concept,0.1349999999999998
gown,slip,RelatedTo,concept -> class,0.1219999999999998
gown,clothing,RelatedTo,class -> concept,0.1030000000000002
greenhouse,building,IsA,class -> concept,2.0
greenhouse,glasshouse,Synonym,concept -> class,2.0
greenhouse,building,IsA,class -> concept,1.0
greenhouse,building,IsA,class -> concept,1.0
greenhouse,polyhouse,RelatedTo,class -> concept,1.0
greenhouse,trap,RelatedTo,class -> concept,1.0
greenhouse,military,HasContext,class -> concept,1.0
greenhouse,building,RelatedTo,class -> concept,1.0
greenhouse,plastic,RelatedTo,class -> concept,1.0
greenhouse,hothouse,RelatedTo,class -> concept,1.0
greenhouse,glasshouse,Synonym,concept -> class,1.0
greenhouse,hothouse,RelatedTo,concept -> class,1.0
greenhouse,plant,RelatedTo,class -> concept,1.0
greenhouse,glasshouse,Synonym,class -> concept,1.0
greenhouse,heat,RelatedTo,class -> concept,1.0
greenhouse,grow,RelatedTo,class -> concept,1.0
greenhouse,glass,RelatedTo,class -> concept,1.0
greenhouse,polyhouse,RelatedTo,concept -> class,1.0
greenhouse,house,IsA,class -> concept,1.0
greenhouse,garden,RelatedTo,concept -> class,0.2949999999999999
guillotine,decapitate,MannerOf,class -> concept,2.0
guillotine,neck,AtLocation,concept -> class,1.0
guillotine,hinged,RelatedTo,class -> concept,1.0
guillotine,platform,RelatedTo,class -> concept,1.0
guillotine,instrument,RelatedTo,class -> concept,1.0
guillotine,cloture,RelatedTo,class -> concept,1.0
guillotine,machine,RelatedTo,class -> concept,1.0
guillotine,diagonal,RelatedTo,class -> concept,1.0
guillotine,cloture,RelatedTo,class -> concept,1.0
guillotine,blade,RelatedTo,class -> concept,1.0
guillotine,paper,RelatedTo,class -> concept,1.0
guillotine,lunette,RelatedTo,concept -> class,1.0
hammer,tool box,AtLocation,class -> concept,5.291502622129181
hammer,hit nail,UsedFor,class -> concept,3.4641016151377544
hammer,tool,RelatedTo,class -> concept,3.1041907157905104
hammer,pound,Synonym,concept -> class,2.0
hammer,mallet,IsA,concept -> class,2.0
hammer,forge,Synonym,class -> concept,2.0
hammer,head,PartOf,concept -> class,2.0
hammer,mallet,Synonym,class -> concept,2.0
hammer,strike,UsedFor,class -> concept,2.0
hammer,beat,MannerOf,class -> concept,2.0
hammer,maul,IsA,concept -> class,2.0
hammer,handle,PartOf,concept -> class,2.0
hammer,malleus,Synonym,class -> concept,2.0
hammer,hand tool,IsA,class -> concept,2.0
hammer,cock,Synonym,concept -> class,2.0
hammer,mallet,RelatedTo,concept -> class,1.452
hammer,head,RelatedTo,class -> concept,1.073
hammer,hour,RelatedTo,class -> concept,1.0
hammer,implement,RelatedTo,class -> concept,1.0
hammer,malleus,RelatedTo,concept -> class,1.0
hammer,player,RelatedTo,class -> concept,1.0
hammer,clock,RelatedTo,class -> concept,1.0
hammer,mallet,RelatedTo,class -> concept,1.0
hammer,malleus,RelatedTo,class -> concept,1.0
hammer,steal,RelatedTo,concept -> class,1.0
hammer,handle,RelatedTo,class -> concept,1.0
hammer,mall,RelatedTo,concept -> class,1.0
hammer,tool,RelatedTo,class -> concept,1.0
hammer,chime,RelatedTo,concept -> class,1.0
hammer,mallet,RelatedTo,concept -> class,1.0
hammer,store,AtLocation,class -> concept,1.0
hammer,bell,RelatedTo,class -> concept,1.0
hammer,beetle,RelatedTo,concept -> class,1.0
hammer,maul,RelatedTo,concept -> class,1.0
hammer,stone,RelatedTo,class -> concept,1.0
hammer,cock,RelatedTo,concept -> class,1.0
hammer,malleus,Synonym,concept -> class,1.0
hammer,forge,Synonym,class -> concept,1.0
hammer,head,RelatedTo,class -> concept,1.0
hammer,music,HasContext,class -> concept,1.0
hammer,hit nail,CapableOf,class -> concept,1.0
hammer,strike,RelatedTo,class -> concept,1.0
hammer,pound,UsedFor,class -> concept,1.0
hammer,cage,RelatedTo,concept -> class,1.0
hammer,forge,RelatedTo,concept -> class,1.0
hamper,halter,Synonym,concept -> class,2.0
hamper,handicap,Synonym,class -> concept,2.0
hamper,strangle,Synonym,concept -> class,2.0
hamper,restrict,MannerOf,class -> concept,2.0
hamper,shackle,Synonym,class -> concept,2.0
hamper,basket,IsA,class -> concept,2.0
hamper,fetter,RelatedTo,class -> concept,1.0
hamper,shackle,RelatedTo,class -> concept,1.0
hamper,basket,RelatedTo,class -> concept,1.0
hamper,shackle,RelatedTo,class -> concept,1.0
hamper,nautical,HasContext,class -> concept,1.0
hamper,clothing,AtLocation,concept -> class,1.0
hamper,impede,RelatedTo,class -> concept,1.0
hamper,impede,RelatedTo,class -> concept,1.0
hamper,fetter,RelatedTo,class -> concept,1.0
hamper,fetter,Synonym,concept -> class,1.0
handkerchief,cloth,RelatedTo,class -> concept,2.676564962783456
handkerchief,hankie,Synonym,concept -> class,2.0
handkerchief,bandanna,IsA,concept -> class,2.0
handkerchief,nose,RelatedTo,class -> concept,1.994
handkerchief,square,RelatedTo,class -> concept,1.209
handkerchief,blowing,RelatedTo,class -> concept,1.0830000000000002
handkerchief,pocket,RelatedTo,class -> concept,1.031
handkerchief,napkin,RelatedTo,concept -> class,1.024
handkerchief,tissue,RelatedTo,class -> concept,1.004
handkerchief,hankie,RelatedTo,concept -> class,1.0
handkerchief,kerchief,DerivedFrom,class -> concept,1.0
handkerchief,tissue,RelatedTo,concept -> class,1.0
handkerchief,hand,DerivedFrom,class -> concept,1.0
handkerchief,kerchief,DerivedFrom,class -> concept,1.0
handkerchief,accessory,IsA,class -> concept,1.0
handkerchief,kerchief,IsA,class -> concept,1.0
handkerchief,snot rag,RelatedTo,concept -> class,1.0
handkerchief,kerchief,Synonym,class -> concept,1.0
handkerchief,cloth,RelatedTo,class -> concept,1.0
handkerchief,hand,RelatedTo,class -> concept,0.29
handkerchief,rag,RelatedTo,class -> concept,0.2240000000000002
handkerchief,snot rag,RelatedTo,class -> concept,0.2240000000000002
handkerchief,material,RelatedTo,class -> concept,0.1939999999999999
handkerchief,napkin,RelatedTo,class -> concept,0.1709999999999998
handkerchief,mall,RelatedTo,class -> concept,0.1699999999999999
handkerchief,small,RelatedTo,class -> concept,0.1560000000000001
handkerchief,breast,RelatedTo,class -> concept,0.1189999999999997
harmonica,instrument,IsA,class -> concept,4.0
harmonica,play tune,UsedFor,class -> concept,2.0
harmonica,make music,UsedFor,class -> concept,2.0
harmonica,annoying,HasProperty,class -> concept,2.0
harmonica,gob iron,Synonym,class -> concept,1.0
harmonica,my mouth,AtLocation,class -> concept,1.0
harmonica,reed,IsA,class -> concept,1.0
harmonica,gob iron,RelatedTo,concept -> class,1.0
harmonica,comb,RelatedTo,concept -> class,1.0
harmonica,music shop,AtLocation,class -> concept,1.0
harmonica,tone,RelatedTo,class -> concept,1.0
harmonica,pocket,AtLocation,class -> concept,1.0
harmonica,play music,UsedFor,class -> concept,1.0
harp,instrument,IsA,class -> concept,4.47213595499958
harp,instrument,RelatedTo,class -> concept,3.816280912092295
harp,music,HasContext,class -> concept,2.0
harp,support,IsA,class -> concept,2.0
harp,dwell,Synonym,concept -> class,2.0
harp,play,MannerOf,class -> concept,2.0
harp,lyre,IsA,concept -> class,2.0
harp,pluck,Entails,class -> concept,2.0
harp,angels,RelatedTo,class -> concept,1.545
harp,musical,RelatedTo,class -> concept,1.3810000000000002
harp,lyre,RelatedTo,class -> concept,1.0
harp,music,UsedFor,class -> concept,1.0
harp,music shop,AtLocation,class -> concept,1.0
harp,lyre,IsA,concept -> class,1.0
harp,grain,RelatedTo,class -> concept,1.0
harp,dwell,Synonym,class -> concept,1.0
harp,angels,UsedFor,class -> concept,1.0
harp,carp,RelatedTo,concept -> class,1.0
harp,string,RelatedTo,class -> concept,1.0
harp,scotland,HasContext,class -> concept,1.0
harp,sieve,RelatedTo,class -> concept,1.0
harp,play,RelatedTo,class -> concept,1.0
harp,string,RelatedTo,class -> concept,0.7869999999999999
harp,music,RelatedTo,class -> concept,0.629
harp,orchestra,RelatedTo,class -> concept,0.3369999999999997
harp,play,RelatedTo,class -> concept,0.3029999999999999
