class,concept,weight
Lincoln Sparrow,underparts color is purple,0.704225352113
Lincoln Sparrow,underparts color is grey,32.3943661972
Lincoln Sparrow,underparts color is pink,0.704225352113
Lincoln Sparrow,underparts color is orange,0.704225352113
Lincoln Sparrow,underparts color is black,44.3661971831
Lincoln Sparrow,underparts color is white,34.5070422535
Lincoln Sparrow,underparts color is red,0.704225352113
Lincoln Sparrow,underparts color is buff,55.6338028169
Lincoln Sparrow,breast pattern is solid,7.38255033557
Lincoln Sparrow,breast pattern is spotted,8.72483221477
Lincoln Sparrow,breast pattern is striped,66.4429530201
Lincoln Sparrow,breast pattern is multi-colored,17.4496644295
Lincoln Sparrow,back color is brown,69.2307692308
Lincoln Sparrow,back color is grey,34.6153846154
Lincoln Sparrow,back color is yellow,0.961538461538
Lincoln Sparrow,back color is olive,0.961538461538
Lincoln Sparrow,back color is pink,0.961538461538
Lincoln Sparrow,back color is black,51.9230769231
Lincoln Sparrow,back color is white,19.2307692308
Lincoln Sparrow,back color is red,0.961538461538
Lincoln Sparrow,back color is buff,58.6538461538
Lincoln Sparrow,tail shape is forked tail,4.71698113208
Lincoln Sparrow,tail shape is rounded tail,9.43396226415
Lincoln Sparrow,tail shape is notched tail,49.0566037736
Lincoln Sparrow,tail shape is fan-shaped tail,7.54716981132
Lincoln Sparrow,tail shape is pointed tail,16.0377358491
Lincoln Sparrow,tail shape is squared tail,13.2075471698
Lincoln Sparrow,upper tail color is brown,71.875
Lincoln Sparrow,upper tail color is rufous,1.04166666667
Lincoln Sparrow,upper tail color is grey,17.7083333333
Lincoln Sparrow,upper tail color is black,36.4583333333
Lincoln Sparrow,upper tail color is white,15.625
Lincoln Sparrow,upper tail color is buff,55.2083333333
Lincoln Sparrow,head pattern is spotted,1.98675496689
Lincoln Sparrow,head pattern is malar,11.9205298013
Lincoln Sparrow,head pattern is crested,9.27152317881
Lincoln Sparrow,head pattern is masked,0.662251655629
Lincoln Sparrow,head pattern is eyebrow,7.94701986755
Lincoln Sparrow,head pattern is eyering,22.5165562914
Lincoln Sparrow,head pattern is plain,3.31125827815
Lincoln Sparrow,head pattern is eyeline,12.582781457
Lincoln Sparrow,head pattern is striped,46.357615894
Lincoln Sparrow,head pattern is capped,5.29801324503
Lincoln Sparrow,breast color is brown,41.4285714286
Lincoln Sparrow,breast color is grey,26.4285714286
Lincoln Sparrow,breast color is olive,0.714285714286
Lincoln Sparrow,breast color is pink,0.714285714286
Lincoln Sparrow,breast color is orange,3.57142857143
Lincoln Sparrow,breast color is black,57.1428571429
Lincoln Sparrow,breast color is white,34.2857142857
Lincoln Sparrow,breast color is buff,59.2857142857
Lincoln Sparrow,throat color is blue,0.719424460432
Lincoln Sparrow,throat color is brown,45.3237410072
Lincoln Sparrow,throat color is grey,38.1294964029
Lincoln Sparrow,throat color is orange,1.43884892086
Lincoln Sparrow,throat color is black,47.4820143885
Lincoln Sparrow,throat color is white,26.618705036
Lincoln Sparrow,throat color is red,0.719424460432
Lincoln Sparrow,throat color is buff,46.0431654676
Lincoln Sparrow,eye color is blue,0.636942675159
Lincoln Sparrow,eye color is brown,3.82165605096
Lincoln Sparrow,eye color is grey,0.636942675159
Lincoln Sparrow,eye color is green,0.636942675159
Lincoln Sparrow,eye color is black,96.178343949
Lincoln Sparrow,bill length is about the same as head,3.14465408805
Lincoln Sparrow,bill length is shorter than head,97.4842767296
Lincoln Sparrow,forehead color is blue,1.3698630137
Lincoln Sparrow,forehead color is brown,71.9178082192
Lincoln Sparrow,forehead color is rufous,1.3698630137
Lincoln Sparrow,forehead color is grey,39.0410958904
Lincoln Sparrow,forehead color is orange,2.7397260274
Lincoln Sparrow,forehead color is black,31.5068493151
Lincoln Sparrow,forehead color is white,6.16438356164
Lincoln Sparrow,forehead color is buff,41.095890411
Lincoln Sparrow,under tail color is brown,59.1836734694
Lincoln Sparrow,under tail color is rufous,1.02040816327
Lincoln Sparrow,under tail color is grey,23.4693877551
Lincoln Sparrow,under tail color is green,1.02040816327
Lincoln Sparrow,under tail color is orange,3.0612244898
Lincoln Sparrow,under tail color is black,33.6734693878
Lincoln Sparrow,under tail color is white,14.2857142857
Lincoln Sparrow,under tail color is red,2.04081632653
Lincoln Sparrow,under tail color is buff,55.1020408163
Lincoln Sparrow,nape color is brown,48.2014388489
Lincoln Sparrow,nape color is iridescent,0.719424460432
Lincoln Sparrow,nape color is rufous,0.719424460432
Lincoln Sparrow,nape color is grey,50.3597122302
Lincoln Sparrow,nape color is pink,0.719424460432
Lincoln Sparrow,nape color is black,30.9352517986
Lincoln Sparrow,nape color is white,15.1079136691
Lincoln Sparrow,nape color is buff,54.6762589928
Lincoln Sparrow,belly color is blue,0.694444444444
Lincoln Sparrow,belly color is brown,35.4166666667
Lincoln Sparrow,belly color is grey,35.4166666667
Lincoln Sparrow,belly color is yellow,0.694444444444
Lincoln Sparrow,belly color is olive,1.38888888889
Lincoln Sparrow,belly color is green,0.694444444444
Lincoln Sparrow,belly color is orange,3.47222222222
Lincoln Sparrow,belly color is black,36.8055555556
Lincoln Sparrow,belly color is white,38.8888888889
Lincoln Sparrow,belly color is red,0.694444444444
Lincoln Sparrow,belly color is buff,40.9722222222
Lincoln Sparrow,wing shape is rounded-wings,77.7777777778
Lincoln Sparrow,wing shape is pointed-wings,9.72222222222
Lincoln Sparrow,wing shape is broad-wings,4.16666666667
Lincoln Sparrow,wing shape is tapered-wings,8.33333333333
Lincoln Sparrow,size is small (5 - 9 in),48.0263157895
Lincoln Sparrow,size is very large (32 - 72 in),0.657894736842
Lincoln Sparrow,size is medium (9 - 16 in),0.657894736842
Lincoln Sparrow,size is very small (3 - 5 in),50.6578947368
Lincoln Sparrow,shape is hummingbird-like,1.875
Lincoln Sparrow,shape is pigeon-like,3.125
Lincoln Sparrow,shape is tree-clinging-like,3.75
Lincoln Sparrow,shape is sandpiper-like,0.625
Lincoln Sparrow,shape is upland-ground-like,3.75
Lincoln Sparrow,shape is swallow-like,1.875
Lincoln Sparrow,shape is perching-like,85.0
Lincoln Sparrow,back pattern is solid,7.82608695652
Lincoln Sparrow,back pattern is spotted,5.21739130435
Lincoln Sparrow,back pattern is striped,69.5652173913
Lincoln Sparrow,back pattern is multi-colored,17.3913043478
Lincoln Sparrow,tail pattern is solid,34.5132743363
Lincoln Sparrow,tail pattern is striped,43.3628318584
Lincoln Sparrow,tail pattern is multi-colored,22.1238938053
Lincoln Sparrow,belly pattern is solid,35.1724137931
Lincoln Sparrow,belly pattern is spotted,7.58620689655
Lincoln Sparrow,belly pattern is striped,44.1379310345
Lincoln Sparrow,belly pattern is multi-colored,13.1034482759
Lincoln Sparrow,primary color is blue,0.680272108844
Lincoln Sparrow,primary color is brown,56.462585034
Lincoln Sparrow,primary color is grey,32.6530612245
Lincoln Sparrow,primary color is olive,2.04081632653
Lincoln Sparrow,primary color is pink,0.680272108844
Lincoln Sparrow,primary color is black,38.0952380952
Lincoln Sparrow,primary color is white,17.6870748299
Lincoln Sparrow,primary color is buff,62.5850340136
Lincoln Sparrow,leg color is brown,19.3333333333
Lincoln Sparrow,leg color is rufous,1.33333333333
Lincoln Sparrow,leg color is grey,6.66666666667
Lincoln Sparrow,leg color is olive,2.66666666667
Lincoln Sparrow,leg color is pink,5.33333333333
Lincoln Sparrow,leg color is orange,30.6666666667
Lincoln Sparrow,leg color is black,4.0
Lincoln Sparrow,leg color is red,5.33333333333
Lincoln Sparrow,leg color is buff,49.3333333333
Lincoln Sparrow,bill color is blue,0.675675675676
Lincoln Sparrow,bill color is brown,21.6216216216
Lincoln Sparrow,bill color is grey,43.2432432432
Lincoln Sparrow,bill color is pink,0.675675675676
Lincoln Sparrow,bill color is orange,2.7027027027
Lincoln Sparrow,bill color is black,20.2702702703
Lincoln Sparrow,bill color is buff,33.7837837838
Lincoln Sparrow,crown color is blue,0.680272108844
Lincoln Sparrow,crown color is brown,72.1088435374
Lincoln Sparrow,crown color is rufous,2.04081632653
Lincoln Sparrow,crown color is grey,38.0952380952
Lincoln Sparrow,crown color is pink,0.680272108844
Lincoln Sparrow,crown color is orange,1.36054421769
Lincoln Sparrow,crown color is black,30.612244898
Lincoln Sparrow,crown color is white,4.7619047619
Lincoln Sparrow,crown color is red,0.680272108844
Lincoln Sparrow,crown color is buff,36.7346938776
Lincoln Sparrow,wing pattern is solid,8.84353741497
Lincoln Sparrow,wing pattern is spotted,6.80272108844
Lincoln Sparrow,wing pattern is striped,68.7074829932
Lincoln Sparrow,wing pattern is multi-colored,15.6462585034
Nelson Sharp tailed Sparrow,bill shape is all-purpose,32.8467153285
Nelson Sharp tailed Sparrow,bill shape is cone,67.1532846715
Nelson Sharp tailed Sparrow,wing color is blue,2.45901639344
Nelson Sharp tailed Sparrow,wing color is brown,64.7540983607
Nelson Sharp tailed Sparrow,wing color is purple,1.6393442623
Nelson Sharp tailed Sparrow,wing color is grey,39.3442622951
Nelson Sharp tailed Sparrow,wing color is yellow,1.6393442623
Nelson Sharp tailed Sparrow,wing color is orange,2.45901639344
Nelson Sharp tailed Sparrow,wing color is black,40.1639344262
Nelson Sharp tailed Sparrow,wing color is white,22.131147541
Nelson Sharp tailed Sparrow,wing color is buff,65.5737704918
Nelson Sharp tailed Sparrow,upperparts color is blue,5.78512396694
Nelson Sharp tailed Sparrow,upperparts color is brown,52.8925619835
Nelson Sharp tailed Sparrow,upperparts color is grey,37.1900826446
Nelson Sharp tailed Sparrow,upperparts color is yellow,4.95867768595
Nelson Sharp tailed Sparrow,upperparts color is orange,2.47933884298
Nelson Sharp tailed Sparrow,upperparts color is black,36.3636363636
Nelson Sharp tailed Sparrow,upperparts color is white,28.0991735537
Nelson Sharp tailed Sparrow,upperparts color is buff,64.4628099174
Nelson Sharp tailed Sparrow,underparts color is blue,4.51127819549
Nelson Sharp tailed Sparrow,underparts color is brown,24.8120300752
Nelson Sharp tailed Sparrow,underparts color is grey,30.8270676692
Nelson Sharp tailed Sparrow,underparts color is orange,5.26315789474
Nelson Sharp tailed Sparrow,underparts color is black,12.030075188
Nelson Sharp tailed Sparrow,underparts color is white,50.3759398496
Nelson Sharp tailed Sparrow,underparts color is buff,53.3834586466
Nelson Sharp tailed Sparrow,breast pattern is solid,25.0
Nelson Sharp tailed Sparrow,breast pattern is spotted,7.8125
Nelson Sharp tailed Sparrow,breast pattern is striped,42.1875
Nelson Sharp tailed Sparrow,breast pattern is multi-colored,25.0
Nelson Sharp tailed Sparrow,back color is blue,3.84615384615
Nelson Sharp tailed Sparrow,back color is brown,42.3076923077
Nelson Sharp tailed Sparrow,back color is purple,1.92307692308
Nelson Sharp tailed Sparrow,back color is grey,36.5384615385
Nelson Sharp tailed Sparrow,back color is yellow,1.92307692308
Nelson Sharp tailed Sparrow,back color is orange,2.88461538462
Nelson Sharp tailed Sparrow,back color is black,31.7307692308
Nelson Sharp tailed Sparrow,back color is white,27.8846153846
Nelson Sharp tailed Sparrow,back color is buff,50.0
Nelson Sharp tailed Sparrow,tail shape is forked tail,1.90476190476
Nelson Sharp tailed Sparrow,tail shape is rounded tail,9.52380952381
Nelson Sharp tailed Sparrow,tail shape is notched tail,60.0
Nelson Sharp tailed Sparrow,tail shape is fan-shaped tail,1.90476190476
Nelson Sharp tailed Sparrow,tail shape is pointed tail,24.7619047619
Nelson Sharp tailed Sparrow,tail shape is squared tail,1.90476190476
Nelson Sharp tailed Sparrow,upper tail color is brown,37.3333333333
Nelson Sharp tailed Sparrow,upper tail color is purple,2.66666666667
Nelson Sharp tailed Sparrow,upper tail color is grey,37.3333333333
Nelson Sharp tailed Sparrow,upper tail color is yellow,2.66666666667
Nelson Sharp tailed Sparrow,upper tail color is orange,4.0
Nelson Sharp tailed Sparrow,upper tail color is black,29.3333333333
Nelson Sharp tailed Sparrow,upper tail color is white,14.6666666667
Nelson Sharp tailed Sparrow,upper tail color is buff,50.6666666667
Nelson Sharp tailed Sparrow,head pattern is malar,17.2932330827
Nelson Sharp tailed Sparrow,head pattern is masked,3.00751879699
Nelson Sharp tailed Sparrow,head pattern is unique pattern,6.76691729323
Nelson Sharp tailed Sparrow,head pattern is eyebrow,20.3007518797
Nelson Sharp tailed Sparrow,head pattern is eyering,12.030075188
Nelson Sharp tailed Sparrow,head pattern is plain,9.77443609023
Nelson Sharp tailed Sparrow,head pattern is eyeline,13.5338345865
Nelson Sharp tailed Sparrow,head pattern is striped,28.5714285714
Nelson Sharp tailed Sparrow,head pattern is capped,6.76691729323
Nelson Sharp tailed Sparrow,breast color is brown,32.0895522388
Nelson Sharp tailed Sparrow,breast color is grey,15.671641791
Nelson Sharp tailed Sparrow,breast color is yellow,6.71641791045
Nelson Sharp tailed Sparrow,breast color is orange,4.4776119403
Nelson Sharp tailed Sparrow,breast color is black,7.46268656716
Nelson Sharp tailed Sparrow,breast color is white,29.1044776119
Nelson Sharp tailed Sparrow,breast color is buff,74.6268656716
Nelson Sharp tailed Sparrow,throat color is brown,12.030075188
Nelson Sharp tailed Sparrow,throat color is grey,16.5413533835
Nelson Sharp tailed Sparrow,throat color is yellow,4.51127819549
Nelson Sharp tailed Sparrow,throat color is orange,8.27067669173
Nelson Sharp tailed Sparrow,throat color is black,3.75939849624
Nelson Sharp tailed Sparrow,throat color is white,21.0526315789
Nelson Sharp tailed Sparrow,throat color is buff,72.9323308271
Nelson Sharp tailed Sparrow,eye color is brown,1.37931034483
Nelson Sharp tailed Sparrow,eye color is black,98.6206896552
Nelson Sharp tailed Sparrow,eye color is buff,2.75862068966
Nelson Sharp tailed Sparrow,bill length is about the same as head,2.04081632653
Nelson Sharp tailed Sparrow,bill length is shorter than head,97.9591836735
Nelson Sharp tailed Sparrow,forehead color is blue,1.52671755725
Nelson Sharp tailed Sparrow,forehead color is brown,36.641221374
Nelson Sharp tailed Sparrow,forehead color is grey,18.320610687
Nelson Sharp tailed Sparrow,forehead color is yellow,3.0534351145
Nelson Sharp tailed Sparrow,forehead color is orange,2.29007633588
Nelson Sharp tailed Sparrow,forehead color is black,51.1450381679
Nelson Sharp tailed Sparrow,forehead color is buff,32.8244274809
Nelson Sharp tailed Sparrow,under tail color is brown,44.2105263158
Nelson Sharp tailed Sparrow,under tail color is purple,2.10526315789
Nelson Sharp tailed Sparrow,under tail color is grey,20.0
Nelson Sharp tailed Sparrow,under tail color is yellow,2.10526315789
Nelson Sharp tailed Sparrow,under tail color is black,29.4736842105
Nelson Sharp tailed Sparrow,under tail color is white,12.6315789474
Nelson Sharp tailed Sparrow,under tail color is buff,55.7894736842
Nelson Sharp tailed Sparrow,nape color is blue,5.34351145038
Nelson Sharp tailed Sparrow,nape color is brown,35.8778625954
Nelson Sharp tailed Sparrow,nape color is rufous,2.29007633588
Nelson Sharp tailed Sparrow,nape color is grey,45.8015267176
Nelson Sharp tailed Sparrow,nape color is yellow,5.34351145038
Nelson Sharp tailed Sparrow,nape color is orange,9.16030534351
Nelson Sharp tailed Sparrow,nape color is black,17.5572519084
Nelson Sharp tailed Sparrow,nape color is white,9.16030534351
Nelson Sharp tailed Sparrow,nape color is buff,44.2748091603
Nelson Sharp tailed Sparrow,belly color is blue,4.58015267176
Nelson Sharp tailed Sparrow,belly color is brown,16.0305343511
Nelson Sharp tailed Sparrow,belly color is grey,29.0076335878
Nelson Sharp tailed Sparrow,belly color is yellow,1.52671755725
Nelson Sharp tailed Sparrow,belly color is orange,4.58015267176
Nelson Sharp tailed Sparrow,belly color is black,8.39694656489
Nelson Sharp tailed Sparrow,belly color is white,48.8549618321
Nelson Sharp tailed Sparrow,belly color is buff,38.1679389313
Nelson Sharp tailed Sparrow,wing shape is rounded-wings,43.0555555556
Nelson Sharp tailed Sparrow,wing shape is pointed-wings,29.1666666667
Nelson Sharp tailed Sparrow,wing shape is broad-wings,6.94444444444
Nelson Sharp tailed Sparrow,wing shape is tapered-wings,22.2222222222
Nelson Sharp tailed Sparrow,wing shape is long-wings,5.55555555556
Nelson Sharp tailed Sparrow,size is small (5 - 9 in),47.4820143885
Nelson Sharp tailed Sparrow,size is medium (9 - 16 in),3.59712230216
Nelson Sharp tailed Sparrow,size is very small (3 - 5 in),48.9208633094
Nelson Sharp tailed Sparrow,shape is chicken-like-marsh,0.694444444444
Nelson Sharp tailed Sparrow,shape is duck-like,2.08333333333
Nelson Sharp tailed Sparrow,shape is owl-like,1.38888888889
Nelson Sharp tailed Sparrow,shape is hummingbird-like,4.16666666667
Nelson Sharp tailed Sparrow,shape is pigeon-like,1.38888888889
Nelson Sharp tailed Sparrow,shape is tree-clinging-like,6.94444444444
Nelson Sharp tailed Sparrow,shape is sandpiper-like,3.47222222222
Nelson Sharp tailed Sparrow,shape is swallow-like,4.16666666667
Nelson Sharp tailed Sparrow,shape is perching-like,75.6944444444
Nelson Sharp tailed Sparrow,back pattern is solid,8.41121495327
Nelson Sharp tailed Sparrow,back pattern is spotted,8.41121495327
Nelson Sharp tailed Sparrow,back pattern is striped,55.1401869159
Nelson Sharp tailed Sparrow,back pattern is multi-colored,28.0373831776
Nelson Sharp tailed Sparrow,tail pattern is solid,35.2272727273
Nelson Sharp tailed Sparrow,tail pattern is spotted,2.27272727273
Nelson Sharp tailed Sparrow,tail pattern is striped,34.0909090909
Nelson Sharp tailed Sparrow,tail pattern is multi-colored,28.4090909091
Nelson Sharp tailed Sparrow,belly pattern is solid,50.3816793893
Nelson Sharp tailed Sparrow,belly pattern is spotted,3.81679389313
Nelson Sharp tailed Sparrow,belly pattern is striped,25.1908396947
Nelson Sharp tailed Sparrow,belly pattern is multi-colored,20.6106870229
Nelson Sharp tailed Sparrow,primary color is blue,4.22535211268
Nelson Sharp tailed Sparrow,primary color is brown,41.5492957746
Nelson Sharp tailed Sparrow,primary color is purple,1.40845070423
Nelson Sharp tailed Sparrow,primary color is grey,28.8732394366
Nelson Sharp tailed Sparrow,primary color is yellow,7.04225352113
Nelson Sharp tailed Sparrow,primary color is orange,8.45070422535
Nelson Sharp tailed Sparrow,primary color is black,22.5352112676
Nelson Sharp tailed Sparrow,primary color is white,25.3521126761
Nelson Sharp tailed Sparrow,primary color is buff,66.9014084507
Nelson Sharp tailed Sparrow,leg color is blue,2.22222222222
Nelson Sharp tailed Sparrow,leg color is brown,5.92592592593
Nelson Sharp tailed Sparrow,leg color is grey,34.0740740741
Nelson Sharp tailed Sparrow,leg color is yellow,3.7037037037
Nelson Sharp tailed Sparrow,leg color is black,9.62962962963
Nelson Sharp tailed Sparrow,leg color is white,8.88888888889
Nelson Sharp tailed Sparrow,leg color is buff,57.037037037
Nelson Sharp tailed Sparrow,bill color is blue,4.1958041958
Nelson Sharp tailed Sparrow,bill color is brown,12.5874125874
Nelson Sharp tailed Sparrow,bill color is grey,43.3566433566
Nelson Sharp tailed Sparrow,bill color is yellow,1.3986013986
Nelson Sharp tailed Sparrow,bill color is black,32.8671328671
Nelson Sharp tailed Sparrow,bill color is white,9.09090909091
Nelson Sharp tailed Sparrow,bill color is buff,33.5664335664
Nelson Sharp tailed Sparrow,crown color is blue,4.41176470588
Nelson Sharp tailed Sparrow,crown color is brown,33.8235294118
Nelson Sharp tailed Sparrow,crown color is grey,22.0588235294
Nelson Sharp tailed Sparrow,crown color is yellow,2.94117647059
Nelson Sharp tailed Sparrow,crown color is orange,3.67647058824
Nelson Sharp tailed Sparrow,crown color is black,48.5294117647
Nelson Sharp tailed Sparrow,crown color is white,2.94117647059
Nelson Sharp tailed Sparrow,crown color is buff,31.6176470588
Nelson Sharp tailed Sparrow,wing pattern is solid,8.77192982456
Nelson Sharp tailed Sparrow,wing pattern is spotted,7.01754385965
Nelson Sharp tailed Sparrow,wing pattern is striped,57.8947368421
Nelson Sharp tailed Sparrow,wing pattern is multi-colored,26.3157894737
Savannah Sparrow,bill shape is dagger,2.54777070064
Savannah Sparrow,bill shape is all-purpose,14.6496815287
Savannah Sparrow,bill shape is cone,82.8025477707
Savannah Sparrow,wing color is brown,78.3783783784
Savannah Sparrow,wing color is grey,18.2432432432
Savannah Sparrow,wing color is orange,0.675675675676
Savannah Sparrow,wing color is black,38.5135135135
Savannah Sparrow,wing color is white,33.7837837838
Savannah Sparrow,wing color is buff,64.1891891892
Savannah Sparrow,upperparts color is brown,78.1690140845
Savannah Sparrow,upperparts color is iridescent,2.11267605634
Savannah Sparrow,upperparts color is grey,23.2394366197
Savannah Sparrow,upperparts color is orange,2.11267605634
Savannah Sparrow,upperparts color is black,39.4366197183
Savannah Sparrow,upperparts color is white,33.0985915493
Savannah Sparrow,upperparts color is buff,53.5211267606
Savannah Sparrow,underparts color is brown,56.25
Savannah Sparrow,underparts color is grey,21.09375
Savannah Sparrow,underparts color is black,17.1875
Savannah Sparrow,underparts color is white,82.03125
Savannah Sparrow,underparts color is buff,27.34375
Savannah Sparrow,breast pattern is spotted,17.3611111111
Savannah Sparrow,breast pattern is striped,70.8333333333
Savannah Sparrow,breast pattern is multi-colored,11.8055555556
Savannah Sparrow,back color is brown,71.4285714286
Savannah Sparrow,back color is iridescent,2.38095238095
Savannah Sparrow,back color is grey,28.5714285714
Savannah Sparrow,back color is orange,2.38095238095
Savannah Sparrow,back color is black,35.7142857143
Savannah Sparrow,back color is white,35.7142857143
Savannah Sparrow,back color is buff,44.4444444444
Savannah Sparrow,tail shape is forked tail,0.847457627119
Savannah Sparrow,tail shape is rounded tail,4.23728813559
Savannah Sparrow,tail shape is notched tail,70.3389830508
Savannah Sparrow,tail shape is fan-shaped tail,1.69491525424
Savannah Sparrow,tail shape is pointed tail,16.9491525424
Savannah Sparrow,tail shape is squared tail,5.93220338983
Savannah Sparrow,upper tail color is brown,65.0485436893
Savannah Sparrow,upper tail color is grey,19.4174757282
Savannah Sparrow,upper tail color is black,27.1844660194
Savannah Sparrow,upper tail color is white,25.2427184466
Savannah Sparrow,upper tail color is buff,44.6601941748
Savannah Sparrow,head pattern is spotted,2.7972027972
Savannah Sparrow,head pattern is malar,16.0839160839
Savannah Sparrow,head pattern is crested,4.1958041958
Savannah Sparrow,head pattern is eyebrow,34.965034965
Savannah Sparrow,head pattern is eyering,13.986013986
Savannah Sparrow,head pattern is plain,4.1958041958
Savannah Sparrow,head pattern is eyeline,10.4895104895
Savannah Sparrow,head pattern is striped,39.1608391608
Savannah Sparrow,head pattern is capped,1.3986013986
Savannah Sparrow,breast color is brown,59.1240875912
Savannah Sparrow,breast color is grey,17.5182481752
Savannah Sparrow,breast color is orange,3.6496350365
Savannah Sparrow,breast color is black,18.9781021898
Savannah Sparrow,breast color is white,67.1532846715
Savannah Sparrow,breast color is buff,40.8759124088
Savannah Sparrow,throat color is brown,30.8724832215
Savannah Sparrow,throat color is grey,22.1476510067
Savannah Sparrow,throat color is orange,4.02684563758
Savannah Sparrow,throat color is black,24.8322147651
Savannah Sparrow,throat color is white,65.1006711409
Savannah Sparrow,throat color is buff,28.1879194631
Savannah Sparrow,eye color is brown,2.5641025641
Savannah Sparrow,eye color is yellow,1.28205128205
Savannah Sparrow,eye color is black,97.4358974359
Savannah Sparrow,bill length is about the same as head,5.73248407643
Savannah Sparrow,bill length is shorter than head,94.2675159236
Savannah Sparrow,forehead color is blue,0.694444444444
Savannah Sparrow,forehead color is brown,61.1111111111
Savannah Sparrow,forehead color is iridescent,2.08333333333
Savannah Sparrow,forehead color is grey,14.5833333333
Savannah Sparrow,forehead color is yellow,21.5277777778
Savannah Sparrow,forehead color is olive,2.08333333333
Savannah Sparrow,forehead color is orange,4.16666666667
Savannah Sparrow,forehead color is black,30.5555555556
Savannah Sparrow,forehead color is white,19.4444444444
Savannah Sparrow,forehead color is buff,38.8888888889
Savannah Sparrow,under tail color is brown,65.811965812
Savannah Sparrow,under tail color is rufous,2.5641025641
Savannah Sparrow,under tail color is grey,15.3846153846
Savannah Sparrow,under tail color is black,23.0769230769
Savannah Sparrow,under tail color is white,33.3333333333
Savannah Sparrow,under tail color is buff,39.3162393162
Savannah Sparrow,nape color is brown,64.7887323944
Savannah Sparrow,nape color is iridescent,2.11267605634
Savannah Sparrow,nape color is grey,18.3098591549
Savannah Sparrow,nape color is yellow,3.52112676056
Savannah Sparrow,nape color is orange,7.74647887324
Savannah Sparrow,nape color is black,35.9154929577
Savannah Sparrow,nape color is white,33.8028169014
Savannah Sparrow,nape color is buff,45.7746478873
Savannah Sparrow,belly color is brown,26.618705036
Savannah Sparrow,belly color is grey,17.2661870504
Savannah Sparrow,belly color is orange,1.43884892086
Savannah Sparrow,belly color is black,19.4244604317
Savannah Sparrow,belly color is white,78.4172661871
Savannah Sparrow,belly color is buff,27.3381294964
Savannah Sparrow,wing shape is rounded-wings,58.2417582418
Savannah Sparrow,wing shape is pointed-wings,24.1758241758
Savannah Sparrow,wing shape is broad-wings,6.59340659341
Savannah Sparrow,wing shape is tapered-wings,9.89010989011
Savannah Sparrow,wing shape is long-wings,2.1978021978
Savannah Sparrow,size is small (5 - 9 in),71.9424460432
Savannah Sparrow,size is very large (32 - 72 in),0.719424460432
Savannah Sparrow,size is medium (9 - 16 in),2.15827338129
Savannah Sparrow,size is very small (3 - 5 in),25.1798561151
Savannah Sparrow,shape is gull-like,1.29032258065
Savannah Sparrow,shape is hummingbird-like,1.93548387097
Savannah Sparrow,shape is pigeon-like,3.87096774194
Savannah Sparrow,shape is tree-clinging-like,1.93548387097
Savannah Sparrow,shape is sandpiper-like,1.29032258065
Savannah Sparrow,shape is swallow-like,10.3225806452
Savannah Sparrow,shape is perching-like,79.3548387097
Savannah Sparrow,back pattern is solid,4.09836065574
Savannah Sparrow,back pattern is spotted,5.73770491803
Savannah Sparrow,back pattern is striped,75.4098360656
Savannah Sparrow,back pattern is multi-colored,14.7540983607
Savannah Sparrow,tail pattern is solid,27.9661016949
Savannah Sparrow,tail pattern is spotted,2.54237288136
Savannah Sparrow,tail pattern is striped,37.2881355932
Savannah Sparrow,tail pattern is multi-colored,32.2033898305
Savannah Sparrow,belly pattern is solid,35.1724137931
Savannah Sparrow,belly pattern is spotted,6.89655172414
Savannah Sparrow,belly pattern is striped,47.5862068966
Savannah Sparrow,belly pattern is multi-colored,10.3448275862
Savannah Sparrow,primary color is brown,76.9736842105
Savannah Sparrow,primary color is grey,17.1052631579
Savannah Sparrow,primary color is yellow,1.31578947368
Savannah Sparrow,primary color is black,21.7105263158
Savannah Sparrow,primary color is white,40.1315789474
Savannah Sparrow,primary color is buff,39.4736842105
Savannah Sparrow,leg color is brown,3.79746835443
Savannah Sparrow,leg color is rufous,1.89873417722
Savannah Sparrow,leg color is yellow,5.69620253165
Savannah Sparrow,leg color is pink,1.89873417722
Savannah Sparrow,leg color is orange,44.3037974684
Savannah Sparrow,leg color is black,1.89873417722
Savannah Sparrow,leg color is white,1.89873417722
Savannah Sparrow,leg color is red,3.79746835443
Savannah Sparrow,leg color is buff,48.1012658228
Savannah Sparrow,bill color is brown,26.9736842105
Savannah Sparrow,bill color is rufous,3.28947368421
Savannah Sparrow,bill color is grey,17.1052631579
Savannah Sparrow,bill color is yellow,2.63157894737
Savannah Sparrow,bill color is orange,16.4473684211
Savannah Sparrow,bill color is black,10.5263157895
Savannah Sparrow,bill color is buff,48.6842105263
Savannah Sparrow,crown color is brown,64.3835616438
Savannah Sparrow,crown color is iridescent,2.05479452055
Savannah Sparrow,crown color is rufous,1.3698630137
Savannah Sparrow,crown color is grey,17.8082191781
Savannah Sparrow,crown color is yellow,10.2739726027
Savannah Sparrow,crown color is orange,3.42465753425
Savannah Sparrow,crown color is black,31.5068493151
Savannah Sparrow,crown color is white,18.4931506849
Savannah Sparrow,crown color is buff,34.2465753425
Savannah Sparrow,wing pattern is solid,3.28947368421
Savannah Sparrow,wing pattern is spotted,1.31578947368
Savannah Sparrow,wing pattern is striped,73.0263157895
Savannah Sparrow,wing pattern is multi-colored,22.3684210526
Seaside Sparrow,bill shape is curved (up or down),1.2987012987
