class,concept,relation,relation_direction,weight
house,shelter,UsedFor,class -> concept,3.4641016151377544
house,place,RelatedTo,class -> concept,3.0880414504990057
house,floor,RelatedTo,concept -> class,3.011312006418464
house,brother,AtLocation,concept -> class,2.82842712474619
house,cat,AtLocation,concept -> class,2.82842712474619
house,kitchen,HasA,class -> concept,2.82842712474619
house,garden,PartOf,concept -> class,2.82842712474619
house,floor,AtLocation,concept -> class,2.82842712474619
house,windows,HasA,class -> concept,2.82842712474619
house,shelter,IsA,class -> concept,2.82842712474619
house,bathroom,HasA,class -> concept,2.82842712474619
house,dog,AtLocation,concept -> class,2.82842712474619
house,dog,RelatedTo,concept -> class,2.672077843177478
house,windows,RelatedTo,class -> concept,2.166102490649969
house,cat,RelatedTo,concept -> class,2.026820169625317
house,attic,PartOf,concept -> class,2.0
house,closet,AtLocation,concept -> class,2.0
house,city,AtLocation,class -> concept,2.0
house,food,AtLocation,concept -> class,2.0
house,lantern,AtLocation,concept -> class,2.0
house,street,AtLocation,class -> concept,2.0
house,furniture,AtLocation,concept -> class,2.0
house,lodge,MannerOf,concept -> class,2.0
house,building,IsA,class -> concept,2.0
house,lodge,IsA,concept -> class,2.0
house,garage,AtLocation,concept -> class,2.0
house,home,MannerOf,concept -> class,2.0
house,aquarium,UsedFor,concept -> class,2.0
house,wood,MadeOf,class -> concept,2.0
house,floor,HasA,class -> concept,2.0
house,shelter,MannerOf,class -> concept,2.0
house,machine,AtLocation,concept -> class,2.0
house,doll,RelatedTo,concept -> class,1.6309999999999998
house,shelter,RelatedTo,class -> concept,1.291
house,structure,RelatedTo,class -> concept,1.282
house,door,RelatedTo,class -> concept,1.2190000000000003
house,pet,RelatedTo,concept -> class,1.209
house,wall,RelatedTo,concept -> class,1.1260000000000003
house,door,PartOf,concept -> class,1.0
house,building,IsA,class -> concept,1.0
house,flat,IsA,concept -> class,1.0
house,furniture,HasA,class -> concept,1.0
house,mattress,AtLocation,concept -> class,1.0
house,keep,RelatedTo,class -> concept,1.0
house,home,RelatedTo,concept -> class,1.0
house,armoire,AtLocation,concept -> class,1.0
kangaroo,marsupial,IsA,class -> concept,2.0
kangaroo,wallaby,IsA,concept -> class,2.0
kangaroo,jump,CapableOf,class -> concept,2.0
kangaroo,pouch,RelatedTo,concept -> class,1.95
kangaroo,roo,DerivedFrom,concept -> class,1.0
kangaroo,joey,RelatedTo,concept -> class,1.0
kangaroo,marsupial,IsA,class -> concept,1.0
kangaroo,wallaby,RelatedTo,class -> concept,1.0
kangaroo,bunny hug,Synonym,concept -> class,1.0
kangaroo,canada,HasContext,class -> concept,1.0
kangaroo,jump,Desires,class -> concept,1.0
kangaroo,joey,RelatedTo,class -> concept,1.0
kangaroo,marsupial,RelatedTo,class -> concept,1.0
kangaroo,marsupial,RelatedTo,concept -> class,1.0
kangaroo,wallaby,RelatedTo,concept -> class,1.0
kangaroo,macropod,RelatedTo,concept -> class,1.0
kangaroo,pouch,AtLocation,concept -> class,1.0
kangaroo,macropod,Synonym,class -> concept,1.0
kangaroo,bunny hug,Synonym,class -> concept,1.0
kangaroo,roo,EtymologicallyRelatedTo,concept -> class,0.25
keyboard,computer,PartOf,class -> concept,10.0
keyboard,typewriter,PartOf,class -> concept,2.0
keyboard,computer,HasA,concept -> class,2.0
keyboard,piano,PartOf,class -> concept,2.0
keyboard,device,IsA,class -> concept,2.0
keyboard,organ,PartOf,class -> concept,2.0
keyboard,piano,PartOf,class -> concept,2.0
keyboard,action,PartOf,concept -> class,2.0
keyboard,office,AtLocation,class -> concept,2.0
keyboard,computer,PartOf,class -> concept,2.0
keyboard,type,RelatedTo,concept -> class,1.307
keyboard,typewriter,RelatedTo,concept -> class,1.116
keyboard,key,RelatedTo,concept -> class,1.0
keyboard,type,UsedFor,class -> concept,1.0
keyboard,piano,AtLocation,class -> concept,1.0
keyboard,typewriter,RelatedTo,class -> concept,1.0
keyboard,desktop,AtLocation,class -> concept,1.0
keyboard,music,HasContext,class -> concept,1.0
keyboard,computer,RelatedTo,class -> concept,1.0
keyboard,action,RelatedTo,concept -> class,1.0
keyboard,piano,RelatedTo,class -> concept,1.0
keyboard,type,RelatedTo,concept -> class,1.0
keyboard,key,RelatedTo,concept -> class,1.0
keyboard,key,RelatedTo,class -> concept,1.0
keyboard,key,DerivedFrom,class -> concept,1.0
keyboard,computer,RelatedTo,class -> concept,1.0
keyboard,organ,RelatedTo,class -> concept,1.0
keyboard,computing,HasContext,class -> concept,1.0
keyboard,piano,RelatedTo,concept -> class,1.0
keyboard,type,RelatedTo,class -> concept,1.0
keyboard,piano,RelatedTo,concept -> class,0.8330000000000002
lamp,your house,AtLocation,class -> concept,5.291502622129181
lamp,desktop,AtLocation,class -> concept,4.0
lamp,desk,AtLocation,class -> concept,4.0
lamp,lantern,RelatedTo,concept -> class,3.922754134533543
lamp,store,AtLocation,class -> concept,3.4641016151377544
lamp,office,AtLocation,class -> concept,2.82842712474619
lamp,building,AtLocation,class -> concept,2.82842712474619
lamp,bedroom,AtLocation,class -> concept,2.82842712474619
lamp,lantern,IsA,concept -> class,2.0
lamp,light,RelatedTo,class -> concept,2.0
lamp,light,UsedFor,class -> concept,2.0
lamp,furniture,IsA,class -> concept,2.0
lamp,light,UsedFor,class -> concept,2.0
lamp,shade,RelatedTo,concept -> class,1.955
lamp,light,RelatedTo,class -> concept,1.9080000000000004
lamp,shade,PartOf,concept -> class,1.0
lamp,light,IsA,class -> concept,1.0
lamp,slang,HasContext,class -> concept,1.0
lamp,light,RelatedTo,class -> concept,1.0
lamp,bulb,IsA,concept -> class,1.0
lamp,device,RelatedTo,class -> concept,1.0
lamp,bulb,Synonym,concept -> class,1.0
lamp,furniture,RelatedTo,class -> concept,1.0
lamp,bulb,AtLocation,concept -> class,1.0
lamp,light,RelatedTo,concept -> class,0.621
lamp,bulb,RelatedTo,class -> concept,0.5220000000000002
lamp,desk,RelatedTo,concept -> class,0.4859999999999997
lamp,device,RelatedTo,class -> concept,0.355
lamp,room,RelatedTo,class -> concept,0.2749999999999999
lamp,desk,RelatedTo,class -> concept,0.2530000000000001
lamp,lantern,RelatedTo,class -> concept,0.1499999999999999
lamp,shade,RelatedTo,class -> concept,0.145
lamp,type,RelatedTo,class -> concept,0.1429999999999998
lamp,furniture,RelatedTo,class -> concept,0.1059999999999998
leopard,panther,IsA,concept -> class,2.0
leopard,fur,IsA,class -> concept,2.0
leopard,big cat,IsA,class -> concept,2.0
leopard,cat,RelatedTo,class -> concept,1.457
leopard,lipard,DerivedFrom,concept -> class,1.0
leopard,leopon,DerivedFrom,concept -> class,1.0
leopard,pumapard,DerivedFrom,concept -> class,1.0
leopard,mammal,IsA,class -> concept,1.0
leopard,animal,IsA,class -> concept,1.0
leopard,panther,Synonym,concept -> class,1.0
leopard,leopon,RelatedTo,concept -> class,1.0
leopard,large,RelatedTo,class -> concept,1.0
leopard,spotted,RelatedTo,class -> concept,1.0
leopard,africa,RelatedTo,class -> concept,1.0
leopard,lipard,RelatedTo,class -> concept,1.0
leopard,leopon,DerivedFrom,concept -> class,1.0
leopard,serpopard,DerivedFrom,concept -> class,1.0
leopard,cat,IsA,class -> concept,1.0
leopard,panther,IsA,class -> concept,1.0
leopard,pard,RelatedTo,concept -> class,1.0
leopard,panther,Synonym,class -> concept,1.0
leopard,coat,RelatedTo,class -> concept,1.0
leopard,panther,RelatedTo,concept -> class,1.0
leopard,pard,RelatedTo,class -> concept,1.0
leopard,leopon,RelatedTo,class -> concept,1.0
leopard,pumapard,RelatedTo,concept -> class,1.0
leopard,serpopard,RelatedTo,concept -> class,1.0
leopard,big cat,RelatedTo,concept -> class,1.0
leopard,cub,IsA,concept -> class,1.0
leopard,pard,Synonym,class -> concept,1.0
leopard,spotted,RelatedTo,class -> concept,0.6340000000000003
leopard,mammal,IsA,class -> concept,0.5
leopard,animal,RelatedTo,class -> concept,0.419
leopard,big cat,RelatedTo,class -> concept,0.294
leopard,large,RelatedTo,class -> concept,0.1640000000000001
lion,animal,IsA,class -> concept,7.211102550927979
lion,roar,CapableOf,class -> concept,4.0
lion,africa,AtLocation,class -> concept,3.4641016151377544
lion,big cat,IsA,class -> concept,2.0
lion,pantherleo,Synonym,concept -> class,2.0
lion,mane,PartOf,concept -> class,2.0
lion,leo,RelatedTo,concept -> class,2.0
lion,animal,RelatedTo,class -> concept,1.0990000000000002
lion,mane,RelatedTo,concept -> class,1.033
lion,cub,SimilarTo,class -> concept,1.0
lion,big cat,RelatedTo,concept -> class,1.0
lion,leo,RelatedTo,class -> concept,1.0
lion,leopon,RelatedTo,concept -> class,1.0
lion,tigon,DerivedFrom,concept -> class,1.0
lion,cub,RelatedTo,concept -> class,1.0
lion,big cat,RelatedTo,class -> concept,1.0
lion,face,RelatedTo,concept -> class,1.0
lion,leopon,DerivedFrom,concept -> class,1.0
lion,pantherleo,RelatedTo,class -> concept,1.0
lion,cub,IsA,concept -> class,1.0
lion,africa,RelatedTo,class -> concept,1.0
lion,roar,RelatedTo,concept -> class,1.0
lion,big cat,IsA,class -> concept,1.0
lion,roar,RelatedTo,concept -> class,1.0
lion,mane,RelatedTo,concept -> class,1.0
lion,animal,IsA,class -> concept,1.0
lion,zoo,AtLocation,class -> concept,1.0
lion,leo,Synonym,concept -> class,1.0
lion,mane,RelatedTo,class -> concept,0.9299999999999996
lion,cat,RelatedTo,class -> concept,0.8940000000000001
lion,king,RelatedTo,class -> concept,0.6749999999999998
lion,roar,RelatedTo,concept -> class,0.5459999999999998
lion,mammal,IsA,class -> concept,0.5
lion,cat,RelatedTo,concept -> class,0.4689999999999998
lion,animal,RelatedTo,concept -> class,0.3999999999999999
lion,walrus,RelatedTo,concept -> class,0.2469999999999999
lion,mammal,RelatedTo,class -> concept,0.2469999999999999
lion,big cat,RelatedTo,class -> concept,0.197
lion,tin,RelatedTo,concept -> class,0.1360000000000001
lizard,bush,AtLocation,class -> concept,5.291502622129181
lizard,dessert,AtLocation,class -> concept,4.898979485566356
lizard,california,AtLocation,class -> concept,4.0
lizard,sun itself,CapableOf,class -> concept,3.4641016151377544
lizard,china,AtLocation,class -> concept,3.4641016151377544
lizard,sun,AtLocation,class -> concept,2.0
lizard,agamid,IsA,concept -> class,2.0
lizard,chameleon,IsA,concept -> class,2.0
lizard,saurian,IsA,class -> concept,2.0
lizard,skink,IsA,concept -> class,2.0
lizard,gecko,IsA,concept -> class,2.0
lizard,wild,AtLocation,class -> concept,2.0
lizard,reptile,RelatedTo,class -> concept,1.806
lizard,chameleon,IsA,concept -> class,1.0
lizard,gecko,RelatedTo,concept -> class,1.0
lizard,chameleon,IsA,concept -> class,1.0
lizard,reptile,RelatedTo,class -> concept,1.0
lizard,africa,AtLocation,class -> concept,1.0
lizard,shrub,AtLocation,class -> concept,1.0
lizard,shade,AtLocation,class -> concept,1.0
lizard,iguana,RelatedTo,concept -> class,1.0
lizard,skink,RelatedTo,concept -> class,1.0
lizard,amazon,AtLocation,class -> concept,1.0
lizard,creek,AtLocation,class -> concept,1.0
lizard,iguana,IsA,concept -> class,1.0
lizard,rock,RelatedTo,concept -> class,1.0
lizard,serpent,RelatedTo,concept -> class,1.0
lizard,agamid,RelatedTo,concept -> class,1.0
lizard,rock,RelatedTo,class -> concept,1.0
lizard,iguana,IsA,concept -> class,1.0
lizard,plant,AtLocation,class -> concept,1.0
lizard,water,AtLocation,class -> concept,1.0
lizard,animal,IsA,class -> concept,1.0
lizard,chameleon,RelatedTo,concept -> class,1.0
lizard,skink,IsA,concept -> class,1.0
lizard,caiman,RelatedTo,concept -> class,1.0
lizard,hole,AtLocation,class -> concept,1.0
lizard,gecko,RelatedTo,class -> concept,0.3069999999999999
lizard,green,RelatedTo,class -> concept,0.2709999999999999
lizard,iguana,RelatedTo,class -> concept,0.2189999999999998
lizard,legs,RelatedTo,class -> concept,0.1709999999999998
lizard,animal,RelatedTo,class -> concept,0.157
lizard,desert,RelatedTo,class -> concept,0.1169999999999999
lizard,dessert,RelatedTo,class -> concept,0.1160000000000001
lobster,coral,PartOf,concept -> class,2.0
lobster,tomalley,PartOf,concept -> class,2.0
lobster,water,AtLocation,class -> concept,2.0
lobster,shellfish,IsA,class -> concept,2.0
lobster,swimmeret,PartOf,concept -> class,2.0
lobster,crustacean,RelatedTo,class -> concept,1.0
lobster,red,RelatedTo,class -> concept,1.0
lobster,claws,RelatedTo,class -> concept,1.0
lobster,crayfish,RelatedTo,class -> concept,1.0
lobster,food,IsA,class -> concept,1.0
lobster,cray,IsA,concept -> class,1.0
lobster,crustacean,RelatedTo,concept -> class,1.0
lobster,slang,HasContext,class -> concept,1.0
lobster,crayfish,RelatedTo,concept -> class,1.0
lobster,dodman,RelatedTo,concept -> class,1.0
lobster,swimmeret,RelatedTo,concept -> class,1.0
lobster,coral,RelatedTo,concept -> class,1.0
lobster,cray,RelatedTo,concept -> class,1.0
lobster,lady,RelatedTo,concept -> class,1.0
lobster,crustacean,IsA,class -> concept,1.0
lobster,crustacean,RelatedTo,class -> concept,0.5579999999999998
lobster,red,RelatedTo,class -> concept,0.5070000000000001
lobster,claws,RelatedTo,class -> concept,0.451
lobster,shell,RelatedTo,class -> concept,0.4290000000000002
lobster,fish,RelatedTo,class -> concept,0.4290000000000002
lobster,shellfish,RelatedTo,class -> concept,0.379
lobster,water,RelatedTo,class -> concept,0.2229999999999998
lobster,animal,RelatedTo,class -> concept,0.1749999999999998
lobster,eating,RelatedTo,class -> concept,0.1280000000000001
lobster,food,RelatedTo,class -> concept,0.1030000000000002
man,person,RelatedTo,class -> concept,4.485086398275957
man,person,RelatedTo,concept -> class,3.757658845611188
man,fellow,RelatedTo,concept -> class,3.658414957327832
man,king,RelatedTo,concept -> class,3.1559467676118995
man,farmer,RelatedTo,concept -> class,3.102257242718598
man,adult,RelatedTo,class -> concept,3.062025473440742
man,father,RelatedTo,concept -> class,3.052212312405544
man,gender,RelatedTo,class -> concept,2.986636904613616
man,guy,RelatedTo,class -> concept,2.511573212152097
man,homo,Synonym,class -> concept,2.0
man,white,IsA,concept -> class,2.0
man,fellow,IsA,concept -> class,2.0
man,guy,IsA,concept -> class,2.0
man,person,IsA,class -> concept,2.0
man,bull,IsA,concept -> class,2.0
man,adult,IsA,class -> concept,2.0
man,homo,RelatedTo,class -> concept,2.0
man,guy,RelatedTo,concept -> class,1.54
man,brother,RelatedTo,concept -> class,1.029
man,dog,RelatedTo,concept -> class,1.0
man,computing,HasContext,class -> concept,1.0
motorcycle,two wheels,HasA,class -> concept,4.0
motorcycle,garage,AtLocation,class -> concept,4.0
motorcycle,screw,AtLocation,concept -> class,3.4641016151377544
motorcycle,ride,MannerOf,class -> concept,2.0
motorcycle,minibike,IsA,concept -> class,2.0
motorcycle,trail bike,IsA,concept -> class,2.0
motorcycle,ride,UsedFor,class -> concept,2.0
motorcycle,cycle,Synonym,concept -> class,2.0
motorcycle,kickstand,PartOf,concept -> class,2.0
motorcycle,motor,DerivedFrom,class -> concept,1.0
motorcycle,minibike,RelatedTo,concept -> class,1.0
motorcycle,ride,RelatedTo,class -> concept,1.0
motorcycle,motor,DerivedFrom,class -> concept,1.0
motorcycle,kickstand,RelatedTo,concept -> class,1.0
motorcycle,cycle,DerivedFrom,class -> concept,1.0
motorcycle,motor,RelatedTo,class -> concept,1.0
motorcycle,trail bike,RelatedTo,concept -> class,1.0
motorcycle,motor,RelatedTo,class -> concept,1.0
motorcycle,ride,RelatedTo,concept -> class,0.2139999999999999
mountain,hill,RelatedTo,class -> concept,9.74207370121988
mountain,hill,RelatedTo,concept -> class,8.438246263294287
mountain,slope,RelatedTo,concept -> class,5.343407152744399
mountain,rock,AtLocation,concept -> class,5.291502622129181
mountain,climbing,UsedFor,class -> concept,4.898979485566356
mountain,large,RelatedTo,class -> concept,4.077744474583958
mountain,rock,RelatedTo,class -> concept,3.690528417449187
mountain,tall,RelatedTo,class -> concept,3.648013157871008
mountain,large hill,RelatedTo,class -> concept,3.5048537772637527
mountain,land,RelatedTo,class -> concept,3.4945672121165448
mountain,canada,AtLocation,class -> concept,3.4641016151377544
mountain,volcano,RelatedTo,concept -> class,2.1633307652783937
mountain,volcano,IsA,concept -> class,2.0
mountain,giant,RelatedTo,class -> concept,1.69
mountain,volcano,RelatedTo,class -> concept,1.3090000000000002
mountain,climbing,RelatedTo,class -> concept,1.275
mountain,structure,RelatedTo,class -> concept,1.2519999999999998
mountain,large hill,IsA,class -> concept,1.0
mountain,hill,RelatedTo,concept -> class,1.0
mountain,place,IsA,class -> concept,1.0
mouse,laboratory,AtLocation,class -> concept,5.656854249492381
mouse,garage,AtLocation,class -> concept,5.656854249492381
mouse,cupboard,AtLocation,class -> concept,5.291502622129181
mouse,attic,AtLocation,class -> concept,5.291502622129181
mouse,kitchen,AtLocation,class -> concept,5.291502622129181
mouse,trap,AtLocation,class -> concept,4.898979485566356
mouse,mammal,IsA,class -> concept,4.898979485566356
mouse,cellar,AtLocation,class -> concept,4.47213595499958
mouse,hole,AtLocation,class -> concept,4.47213595499958
mouse,computer,PartOf,class -> concept,4.47213595499958
mouse,desktop,AtLocation,class -> concept,3.4641016151377544
mouse,garden,AtLocation,class -> concept,2.82842712474619
mouse,rat,RelatedTo,concept -> class,2.316894473211933
mouse,rodent,IsA,class -> concept,2.0
mouse,office,AtLocation,class -> concept,2.0
mouse,rodent,IsA,class -> concept,2.0
mouse,computer,AtLocation,class -> concept,2.0
mouse,cat,AtLocation,class -> concept,2.0
mouse,person,IsA,class -> concept,2.0
mouse,rodent,RelatedTo,class -> concept,1.274
mouse,rodent,RelatedTo,concept -> class,1.0
mouse,animal,IsA,class -> concept,1.0
mouse,surface,RelatedTo,class -> concept,1.0
mouse,rodent,IsA,class -> concept,1.0
mouse,building,AtLocation,class -> concept,1.0
mouse,wild,AtLocation,class -> concept,1.0
mouse,soup,AtLocation,class -> concept,1.0
mouse,rat,SimilarTo,class -> concept,1.0
mouse,musk,RelatedTo,concept -> class,1.0
mouse,computer,HasA,concept -> class,1.0
mouse,vermin,IsA,class -> concept,1.0
mouse,gerbil,RelatedTo,concept -> class,1.0
mouse,marsupial,RelatedTo,class -> concept,1.0
mouse,farm,AtLocation,class -> concept,1.0
mouse,rat,RelatedTo,concept -> class,1.0
mouse,rodent,RelatedTo,class -> concept,1.0
mouse,home,AtLocation,class -> concept,1.0
mouse,store,AtLocation,class -> concept,1.0
mouse,nautical,HasContext,class -> concept,1.0
mouse,flat,RelatedTo,class -> concept,1.0
mouse,woods,AtLocation,class -> concept,1.0
mouse,dunnart,RelatedTo,concept -> class,1.0
mouse,cat,Desires,concept -> class,1.0
mouse,nautical,HasContext,class -> concept,1.0
mushroom,fungus,IsA,class -> concept,5.291502622129181
mushroom,vegetable,IsA,class -> concept,2.0
mushroom,agaric,IsA,class -> concept,2.0
mushroom,morel,IsA,concept -> class,2.0
mushroom,grow,MannerOf,class -> concept,2.0
mushroom,webcap,RelatedTo,concept -> class,1.0
mushroom,morel,RelatedTo,concept -> class,1.0
mushroom,vegetable,IsA,class -> concept,1.0
mushroom,toadstool,RelatedTo,class -> concept,1.0
mushroom,webcap,HasContext,concept -> class,1.0
mushroom,fungus,RelatedTo,class -> concept,1.0
mushroom,toadstool,RelatedTo,concept -> class,1.0
mushroom,cortinar,RelatedTo,concept -> class,1.0
mushroom,rise,Synonym,class -> concept,1.0
mushroom,cortinar,HasContext,concept -> class,1.0
mushroom,shiitake,RelatedTo,concept -> class,1.0
mushroom,gather,RelatedTo,class -> concept,1.0
mushroom,toadstool,RelatedTo,concept -> class,1.0
mushroom,tree,AtLocation,class -> concept,1.0
mushroom,cep,RelatedTo,class -> concept,1.0
mushroom,morel,RelatedTo,class -> concept,1.0
mushroom,shiitake,RelatedTo,class -> concept,1.0
mushroom,cep,RelatedTo,concept -> class,1.0
orange,pumpkins,HasProperty,concept -> class,4.0
orange,carrots,HasProperty,concept -> class,3.4641016151377544
orange,rind,HasA,class -> concept,2.82842712474619
orange,peel,HasA,class -> concept,2.82842712474619
orange,citrus,RelatedTo,class -> concept,2.199090721184554
orange,citrus,IsA,class -> concept,2.0
orange,orangish,Synonym,class -> concept,2.0
orange,citrus,IsA,class -> concept,2.0
orange,citrus,IsA,class -> concept,2.0
orange,tangerine,RelatedTo,class -> concept,1.3239999999999998
orange,peel,RelatedTo,concept -> class,1.314
orange,tangerine,RelatedTo,concept -> class,1.0
orange,colour,RelatedTo,class -> concept,1.0
orange,orangish,DerivedFrom,concept -> class,1.0
orange,california,RelatedTo,class -> concept,1.0
orange,colour,RelatedTo,class -> concept,1.0
orange,food,IsA,class -> concept,1.0
orange,salmon,RelatedTo,concept -> class,1.0
orange,orangish,RelatedTo,concept -> class,1.0
orange,citrus,RelatedTo,concept -> class,1.0
orange,salmon,RelatedTo,concept -> class,1.0
orange,citrus,RelatedTo,class -> concept,1.0
orange,tree,RelatedTo,class -> concept,1.0
orange,eaten,ReceivesAction,class -> concept,1.0
orange,colour,RelatedTo,concept -> class,0.9409999999999998
orange,tangerine,RelatedTo,concept -> class,0.7400000000000002
orange,colour,IsA,class -> concept,0.5
orchid,flower,IsA,class -> concept,2.0
orchid,pogonia,IsA,concept -> class,2.0
orchid,puttyroot,IsA,concept -> class,2.0
orchid,vanilla,IsA,concept -> class,2.0
orchid,vanda,IsA,concept -> class,2.0
orchid,flower,IsA,class -> concept,2.0
orchid,mentum,PartOf,concept -> class,2.0
orchid,twayblade,IsA,concept -> class,2.0
orchid,orchis,IsA,concept -> class,2.0
orchid,mentum,PartOf,concept -> class,2.0
orchid,dendrobium,IsA,concept -> class,2.0
orchid,cattleya,IsA,concept -> class,2.0
orchid,calypso,IsA,concept -> class,2.0
orchid,flower,RelatedTo,class -> concept,1.0220000000000002
orchid,light,RelatedTo,class -> concept,1.0
orchid,orchis,RelatedTo,concept -> class,1.0
orchid,colour,HasContext,class -> concept,1.0
orchid,vanda,RelatedTo,class -> concept,1.0
orchid,calypso,RelatedTo,concept -> class,1.0
orchid,twayblade,RelatedTo,class -> concept,1.0
orchid,mentum,RelatedTo,concept -> class,1.0
orchid,dendrobium,IsA,concept -> class,1.0
orchid,orchis,DerivedFrom,concept -> class,1.0
orchid,red,RelatedTo,class -> concept,1.0
orchid,vanilla,RelatedTo,concept -> class,1.0
orchid,flower,RelatedTo,class -> concept,1.0
orchid,cattleya,RelatedTo,concept -> class,1.0
orchid,twayblade,RelatedTo,concept -> class,1.0
orchid,puttyroot,RelatedTo,class -> concept,1.0
orchid,blue,RelatedTo,class -> concept,1.0
orchid,pogonia,RelatedTo,concept -> class,1.0
orchid,cattleya,RelatedTo,class -> concept,1.0
otter,fur,IsA,class -> concept,2.0
otter,mammal,RelatedTo,class -> concept,1.0
otter,marten,RelatedTo,concept -> class,1.0
otter,river,RelatedTo,class -> concept,1.0
otter,mustelidae,IsA,class -> concept,1.0
otter,musk,RelatedTo,concept -> class,1.0
otter,physique,RelatedTo,class -> concept,1.0
otter,polecat,RelatedTo,class -> concept,1.0
otter,mustelidae,RelatedTo,class -> concept,1.0
otter,marine,RelatedTo,class -> concept,1.0
otter,mammal,IsA,class -> concept,1.0
otter,mustelid,RelatedTo,concept -> class,1.0
otter,animal,RelatedTo,class -> concept,0.7090000000000001
otter,mammal,RelatedTo,class -> concept,0.665
otter,mammal,IsA,class -> concept,0.5
otter,water,RelatedTo,class -> concept,0.355
otter,river,RelatedTo,class -> concept,0.209
otter,small,RelatedTo,class -> concept,0.1499999999999999
pear,bartlett,IsA,concept -> class,2.0
pear,pome,IsA,class -> concept,2.0
pear,fruit tree,IsA,class -> concept,2.0
pear,anjou,IsA,concept -> class,2.0
pear,bosc,IsA,concept -> class,2.0
pear,seckel,IsA,concept -> class,2.0
pear,hermann,RelatedTo,concept -> class,1.0
pear,warden,RelatedTo,concept -> class,1.0
pear,anjou,RelatedTo,concept -> class,1.0
pear,seckel,RelatedTo,concept -> class,1.0
pear,bartlett,RelatedTo,concept -> class,1.0
pear,warden,RelatedTo,class -> concept,1.0
pear,eaten,ReceivesAction,class -> concept,1.0
pear,bosc,RelatedTo,concept -> class,1.0
pear,green,RelatedTo,class -> concept,0.528
pear,plant,IsA,class -> concept,0.5
pear,light,RelatedTo,class -> concept,0.1499999999999999
plain,ordinary,RelatedTo,concept -> class,2.56124969497314
plain,simple,RelatedTo,class -> concept,2.3622023622035435
plain,homely,SimilarTo,concept -> class,2.0
plain,dry,SimilarTo,class -> concept,2.0
plain,unadorned,RelatedTo,class -> concept,2.0
plain,simple,SimilarTo,class -> concept,2.0
plain,tailored,SimilarTo,class -> concept,2.0
plain,simple,RelatedTo,concept -> class,2.0
plain,field,Synonym,concept -> class,2.0
plain,unadorned,RelatedTo,concept -> class,2.0
plain,simple,SimilarTo,concept -> class,2.0
plain,tailored,SimilarTo,concept -> class,2.0
plain,literal,SimilarTo,class -> concept,2.0
plain,homely,Synonym,class -> concept,2.0
plain,simple,RelatedTo,class -> concept,2.0
plain,chaste,SimilarTo,concept -> class,2.0
plain,flat,IsA,concept -> class,2.0
plain,land,IsA,class -> concept,2.0
plain,chaste,SimilarTo,class -> concept,2.0
plain,homely,SimilarTo,class -> concept,2.0
plain,literal,SimilarTo,concept -> class,2.0
plain,vanilla,SimilarTo,class -> concept,2.0
plain,vanilla,SimilarTo,concept -> class,2.0
plain,dry,SimilarTo,concept -> class,2.0
plain,ordinary,RelatedTo,class -> concept,1.335
plain,flat,RelatedTo,class -> concept,1.1109999999999998
plain,land,RelatedTo,class -> concept,1.0179999999999998
plain,colour,RelatedTo,class -> concept,1.0
plain,simple,Synonym,concept -> class,1.0
plain,quill,RelatedTo,concept -> class,1.0
plain,vanilla,RelatedTo,concept -> class,1.0
plain,homely,RelatedTo,concept -> class,1.0
plain,simple,RelatedTo,concept -> class,1.0
plain,ordinary,Synonym,class -> concept,1.0
plain,unadorned,Synonym,class -> concept,1.0
plain,ordinary,RelatedTo,class -> concept,1.0
plain,africa,AtLocation,class -> concept,1.0
plain,land,RelatedTo,class -> concept,1.0
plain,simple,Synonym,class -> concept,1.0
plain,broad,RelatedTo,concept -> class,1.0
plate,dish,RelatedTo,class -> concept,11.477978916168126
plate,food,RelatedTo,class -> concept,10.119881422230204
plate,eating,RelatedTo,class -> concept,9.977574855645036
plate,round,RelatedTo,class -> concept,9.10362565135452
plate,dinner,RelatedTo,class -> concept,9.057814305890798
plate,flat,RelatedTo,class -> concept,8.472307831990053
plate,china,RelatedTo,class -> concept,5.483794306864546
plate,saucer,RelatedTo,class -> concept,5.352756299328412
plate,kitchen,AtLocation,class -> concept,5.291502622129181
plate,eat,RelatedTo,class -> concept,5.219195340279955
plate,surface,RelatedTo,class -> concept,4.158365063339197
plate,cupboard,AtLocation,class -> concept,4.0
plate,food,AtLocation,concept -> class,3.4641016151377544
plate,kitchen,RelatedTo,class -> concept,3.2978781056915976
plate,beef,AtLocation,concept -> class,2.82842712474619
plate,home,RelatedTo,class -> concept,2.6191601707417598
plate,eaten,RelatedTo,class -> concept,2.611512971440119
plate,container,RelatedTo,class -> concept,2.261857643619509
plate,dish,IsA,concept -> class,2.0
plate,tin,MannerOf,concept -> class,2.0
plate,coat,MannerOf,class -> concept,2.0
plate,dish,IsA,class -> concept,2.0
plate,tin,MannerOf,concept -> class,2.0
plate,structure,PartOf,class -> concept,2.0
plate,structure,IsA,class -> concept,2.0
plate,shell,Synonym,concept -> class,2.0
plate,place,RelatedTo,class -> concept,1.6149999999999998
plate,large,RelatedTo,class -> concept,1.536
plate,glass,RelatedTo,class -> concept,1.463
plate,white,RelatedTo,class -> concept,1.376
plate,saucer,RelatedTo,concept -> class,1.33
plate,cupboard,RelatedTo,class -> concept,1.0499999999999998
plate,vessel,RelatedTo,class -> concept,1.0469999999999997
